customer_id,transaction_date,amount,payment_method,is_refund
101254,2022-11-22,11.67,UPI,1
101254,2022-04-04,52.22,Card,0
101254,2024-06-12,64.0,UPI,0
101254,2025-07-02,40.01,PayPal,0
101255,2022-07-06,68.65,Card,0
101255,2022-01-25,9.23,PayPal,0
101255,2025-06-09,43.89,Card,0
101256,2025-05-31,78.69,PayPal,0
101256,2022-09-24,32.61,NetBanking,0
101256,2022-10-04,52.69,UPI,0
101256,2022-08-12,27.23,PayPal,0
101256,2023-04-18,38.87,UPI,0
101256,2023-03-30,14.41,PayPal,0
101256,2022-11-05,52.03,NetBanking,0
101256,2025-08-17,77.78,Card,0
101256,2023-10-23,33.88,Card,0
101256,2023-04-25,57.37,NetBanking,0
101256,2025-01-03,11.51,Card,0
101257,2025-01-30,6.4,UPI,0
101257,2023-11-13,49.87,NetBanking,0
101257,2022-07-02,55.43,PayPal,0
101258,2022-12-21,72.12,UPI,0
101258,2025-08-27,65.71,UPI,0
101258,2025-08-16,72.29,Card,0
101258,2024-12-22,14.97,UPI,0
101258,2022-09-12,75.05,PayPal,0
101258,2023-02-26,39.99,Card,0
101258,2022-03-23,17.56,PayPal,1
101258,2023-04-20,20.75,UPI,0
101258,2023-07-25,46.86,Card,0
101259,2025-10-30,48.33,NetBanking,0
101259,2024-04-17,14.72,PayPal,0
101259,2025-05-06,23.35,NetBanking,1
101259,2025-05-02,24.58,Card,0
101259,2023-03-08,12.28,PayPal,0
101259,2022-06-25,26.32,Card,0
101259,2025-07-23,55.59,NetBanking,0
101259,2023-03-07,43.18,UPI,0
101259,2022-03-12,32.13,NetBanking,0
101259,2024-03-07,64.66,NetBanking,0
101259,2023-06-16,68.9,PayPal,0
101260,2023-03-27,24.63,NetBanking,0
101260,2025-03-27,71.49,Card,0
101260,2023-08-05,62.34,UPI,0
101260,2024-08-01,29.14,NetBanking,0
101261,2023-12-01,25.42,Card,0
101261,2024-07-31,41.85,PayPal,0
101261,2025-04-21,42.81,UPI,0
101261,2023-10-21,18.42,UPI,0
101261,2023-12-05,23.77,Card,1
101261,2023-09-14,29.67,NetBanking,0
101261,2023-09-03,30.54,NetBanking,0
101261,2024-07-18,33.69,Card,0
101261,2022-06-02,12.6,UPI,0
101261,2024-03-31,18.24,Card,0
101261,2024-04-12,8.88,NetBanking,0
101261,2025-04-27,65.84,UPI,0
101262,2022-05-22,14.96,PayPal,0
101262,2024-05-07,5.6,Card,0
101262,2025-01-25,65.09,Card,0
101262,2025-10-28,33.99,PayPal,0
101262,2024-02-12,12.18,PayPal,1
101262,2022-12-03,18.21,PayPal,0
101262,2024-04-21,23.91,NetBanking,1
101262,2025-07-21,48.69,NetBanking,0
101262,2023-02-11,5.11,UPI,0
101262,2023-08-02,29.67,PayPal,0
101263,2023-09-13,21.16,UPI,0
101263,2025-01-20,75.61,Card,0
101263,2023-08-18,47.52,UPI,0
101263,2024-05-28,76.84,UPI,0
101263,2025-05-13,69.56,PayPal,0
101263,2023-12-20,26.25,NetBanking,0
101263,2025-06-26,70.76,PayPal,0
101263,2023-04-17,12.47,UPI,0
101263,2023-08-20,47.89,UPI,0
101263,2023-11-20,54.25,Card,0
101264,2022-12-19,59.31,UPI,0
101264,2023-04-22,52.03,PayPal,0
101264,2023-02-26,66.25,Card,0
101264,2024-06-11,21.54,UPI,0
101264,2025-03-31,44.22,UPI,0
101264,2023-05-02,70.41,UPI,0
101264,2025-08-31,9.49,Card,0
101264,2022-01-15,51.65,UPI,0
101264,2025-05-24,11.41,UPI,0
101264,2025-09-13,35.85,Card,0
101265,2022-06-11,78.32,UPI,0
101265,2025-01-30,49.59,Card,0
101265,2022-10-26,17.38,Card,0
101265,2022-09-28,71.46,UPI,0
101266,2022-07-16,22.13,UPI,0
101266,2023-01-04,41.32,UPI,0
101266,2023-12-16,16.8,NetBanking,1
101266,2024-09-03,14.68,NetBanking,0
101266,2024-11-04,36.95,PayPal,0
101266,2022-04-06,71.92,Card,0
101266,2025-02-14,29.03,NetBanking,0
101266,2025-07-01,19.47,PayPal,0
101266,2024-01-12,33.64,UPI,0
101266,2024-11-14,50.74,UPI,0
101266,2022-10-29,40.28,PayPal,0
101267,2023-01-04,68.41,PayPal,0
101267,2023-10-19,18.09,Card,0
101267,2024-09-03,72.24,NetBanking,0
101267,2024-01-20,33.26,PayPal,1
101267,2024-11-01,55.83,PayPal,0
101267,2022-03-15,36.77,UPI,0
101267,2025-09-21,71.76,UPI,0
101267,2024-04-11,17.54,NetBanking,0
101267,2022-03-09,16.55,Card,0
101268,2022-07-16,6.61,UPI,0
101268,2022-07-09,51.73,NetBanking,0
101268,2022-03-29,59.17,NetBanking,0
101268,2022-03-10,66.2,PayPal,0
101268,2024-04-10,22.02,UPI,0
101268,2022-11-22,68.52,NetBanking,0
101268,2023-02-08,41.79,Card,0
101268,2023-08-17,53.22,PayPal,0
101268,2024-09-16,70.63,PayPal,0
101268,2024-01-03,33.71,UPI,1
101268,2025-02-01,27.53,UPI,0
101268,2025-07-11,47.19,PayPal,0
101268,2025-06-04,55.95,NetBanking,0
101268,2022-01-03,35.53,NetBanking,0
101269,2025-04-22,25.9,NetBanking,0
101269,2023-01-20,30.1,Card,0
101269,2022-07-21,15.51,NetBanking,0
101269,2022-09-22,9.22,PayPal,0
101269,2025-09-27,5.41,Card,0
101269,2025-02-20,62.3,Card,0
101269,2022-09-27,63.11,UPI,0
101269,2025-06-18,41.27,Card,0
101269,2022-06-25,32.49,PayPal,0
101269,2023-09-25,35.9,PayPal,0
101269,2025-01-31,21.93,UPI,1
101269,2023-10-29,45.25,UPI,0
101270,2024-11-13,45.83,UPI,0
101270,2025-05-26,63.46,NetBanking,0
101270,2025-01-30,35.13,UPI,0
101270,2022-06-02,23.07,UPI,0
101270,2025-07-04,28.59,UPI,1
101271,2025-05-16,54.01,UPI,0
101271,2023-12-07,10.14,Card,0
101271,2023-03-02,7.64,UPI,0
101271,2024-01-25,37.26,PayPal,0
101271,2023-04-29,10.04,PayPal,0
101271,2024-06-24,16.21,NetBanking,0
101271,2023-11-02,46.07,NetBanking,0
101271,2023-07-07,64.76,NetBanking,0
101271,2023-04-22,76.23,NetBanking,0
101272,2023-11-09,75.44,Card,0
101272,2022-10-23,67.87,Card,0
101272,2022-06-20,24.69,PayPal,0
101272,2023-01-07,50.61,NetBanking,0
101272,2023-05-08,37.81,Card,0
101272,2025-10-20,77.41,NetBanking,0
101272,2023-11-26,58.81,NetBanking,0
101272,2022-02-04,57.15,NetBanking,0
101272,2023-02-20,13.67,UPI,0
101272,2025-04-08,45.94,NetBanking,0
101272,2024-01-15,40.17,UPI,0
101273,2025-07-04,54.07,NetBanking,0
101273,2023-02-01,62.39,NetBanking,0
101273,2025-07-30,69.41,UPI,0
101273,2025-03-07,53.49,Card,0
101273,2024-12-29,46.58,Card,0
101273,2025-03-05,50.66,UPI,0
101273,2022-05-21,63.7,UPI,0
101273,2024-04-14,17.75,Card,1
101273,2025-08-17,67.33,Card,0
101274,2024-06-24,58.76,PayPal,0
101274,2025-04-27,52.67,Card,0
101274,2024-12-23,47.77,NetBanking,0
101274,2025-10-07,62.66,Card,0
101274,2022-04-09,29.16,Card,0
101274,2023-02-27,43.7,PayPal,0
101274,2023-03-17,35.94,UPI,0
101274,2022-04-23,76.02,UPI,0
101274,2023-06-20,36.65,UPI,0
101274,2023-08-04,12.5,UPI,0
101275,2025-04-01,49.61,NetBanking,0
101275,2025-07-31,79.53,PayPal,0
101275,2022-10-08,30.65,NetBanking,0
101275,2025-01-24,67.16,NetBanking,0
101276,2022-09-11,25.71,PayPal,0
101276,2025-08-22,14.74,PayPal,0
101276,2024-05-14,37.39,PayPal,1
101276,2022-04-06,35.14,NetBanking,0
101276,2024-12-18,19.35,Card,0
101276,2025-05-25,47.51,PayPal,0
101276,2022-03-25,29.29,Card,0
101276,2023-12-10,38.52,Card,0
101276,2025-08-08,5.62,UPI,0
101276,2022-04-03,13.63,UPI,0
101276,2024-08-29,56.5,UPI,0
101276,2023-01-24,15.73,NetBanking,0
101277,2023-09-11,21.15,NetBanking,0
101277,2025-02-22,65.4,PayPal,0
101277,2024-12-07,67.42,UPI,0
101278,2024-06-02,38.36,NetBanking,0
101278,2024-01-03,59.95,NetBanking,0
101278,2023-07-17,16.48,NetBanking,1
101279,2022-06-12,46.03,PayPal,0
101279,2022-02-25,47.03,Card,0
101279,2024-08-08,51.55,PayPal,0
101279,2022-05-04,22.56,PayPal,0
101279,2024-06-27,40.95,NetBanking,0
101279,2023-07-21,21.85,NetBanking,0
101279,2022-04-12,15.78,UPI,0
101279,2023-07-25,78.29,Card,0
101279,2023-01-03,22.57,PayPal,0
101279,2022-04-24,57.61,UPI,0
101279,2022-04-24,49.18,Card,0
101279,2025-06-16,64.28,Card,0
101280,2023-04-01,26.67,PayPal,0
101280,2025-03-28,5.54,PayPal,0
101280,2023-04-17,38.5,Card,0
101280,2023-04-10,41.88,PayPal,0
101280,2023-06-28,35.88,NetBanking,1
101280,2022-01-23,74.17,Card,0
101281,2024-12-07,23.0,UPI,0
101281,2022-08-29,69.8,UPI,0
101281,2022-10-07,53.46,UPI,0
101281,2025-03-21,15.1,UPI,0
101282,2022-05-16,70.1,PayPal,0
101282,2025-07-25,26.57,UPI,0
101282,2022-10-12,70.56,NetBanking,0
101282,2022-12-07,27.52,PayPal,1
101282,2023-05-21,78.37,Card,0
101282,2024-08-25,12.47,PayPal,0
101282,2024-07-22,70.23,NetBanking,0
101282,2024-11-27,72.61,NetBanking,0
101282,2024-04-19,18.31,Card,1
101282,2025-09-27,31.44,Card,0
101282,2022-12-19,14.88,PayPal,0
101282,2024-03-12,24.33,PayPal,1
101282,2024-03-31,29.22,PayPal,1
101283,2023-09-15,66.67,PayPal,0
101283,2022-09-24,21.02,PayPal,0
101283,2025-01-27,76.78,Card,0
101283,2024-07-29,60.57,PayPal,0
101283,2024-04-19,25.57,Card,1
101283,2025-10-15,69.38,UPI,0
101283,2025-10-01,13.67,PayPal,0
101283,2022-03-29,15.0,Card,0
101283,2022-09-07,49.09,PayPal,0
101284,2023-07-03,25.9,Card,0
101284,2022-12-14,22.51,NetBanking,0
101284,2025-04-09,20.04,UPI,0
101284,2022-01-31,49.97,NetBanking,0
101284,2025-01-26,33.67,NetBanking,0
101284,2024-03-20,59.5,UPI,0
101284,2022-08-18,66.64,UPI,0
101285,2025-03-29,37.23,PayPal,0
101285,2024-06-10,72.88,PayPal,0
101285,2024-01-23,9.53,UPI,0
101285,2024-10-30,75.42,PayPal,0
101285,2022-04-21,67.01,NetBanking,0
101285,2022-06-30,39.34,PayPal,0
101285,2024-08-04,65.63,PayPal,0
101285,2023-10-20,47.64,UPI,0
101285,2022-08-01,19.06,NetBanking,0
101285,2024-08-19,29.38,Card,0
101285,2023-01-29,21.41,PayPal,1
101285,2022-08-21,29.94,NetBanking,0
101285,2023-12-15,38.77,NetBanking,0
101285,2022-06-19,7.66,Card,0
101286,2022-01-22,56.03,UPI,0
101286,2025-03-06,74.71,NetBanking,0
101286,2024-10-02,65.41,NetBanking,0
101286,2023-08-11,30.16,UPI,0
101287,2022-02-22,6.73,Card,0
101287,2024-07-17,54.4,Card,0
101287,2025-02-12,65.69,PayPal,0
101287,2022-09-30,72.22,Card,0
101287,2025-05-29,5.76,Card,0
101288,2025-08-23,68.31,Card,0
101288,2024-12-20,23.15,PayPal,0
101288,2025-09-06,41.38,NetBanking,0
101288,2024-12-21,13.86,Card,1
101288,2023-07-04,16.19,Card,0
101288,2025-07-16,55.77,NetBanking,0
101288,2025-02-06,29.44,Card,1
101288,2024-05-01,65.88,NetBanking,0
101288,2023-09-18,54.45,UPI,0
101289,2023-09-26,54.84,Card,0
101289,2023-03-19,61.4,Card,0
101289,2022-10-25,18.22,NetBanking,0
101289,2025-01-05,54.55,UPI,0
101289,2022-05-16,31.34,NetBanking,0
101289,2023-07-10,69.87,NetBanking,0
101289,2023-09-30,10.6,PayPal,0
101289,2025-03-31,26.24,Card,0
101289,2024-10-22,58.03,NetBanking,0
101289,2022-04-29,15.05,UPI,0
101289,2022-01-08,61.77,PayPal,0
101289,2023-08-25,12.22,NetBanking,0
101289,2023-10-02,63.68,NetBanking,0
101289,2023-12-17,71.05,Card,0
101290,2024-11-22,28.0,UPI,0
101290,2025-04-19,29.83,NetBanking,1
101290,2023-06-20,9.12,Card,0
101290,2024-04-06,16.72,NetBanking,1
101290,2025-10-27,60.78,UPI,0
101290,2024-09-06,47.72,NetBanking,0
101290,2023-09-21,27.22,Card,0
101290,2023-05-14,10.2,PayPal,0
101290,2024-05-25,14.97,NetBanking,0
101290,2022-03-25,45.51,UPI,0
101290,2024-04-20,8.73,UPI,0
101290,2022-07-01,21.06,PayPal,0
101291,2023-04-20,31.69,Card,0
101291,2022-04-06,5.45,NetBanking,0
101291,2023-02-03,42.03,Card,0
101291,2024-03-18,28.26,UPI,1
101291,2024-12-23,40.84,UPI,0
101291,2022-02-24,24.68,UPI,0
101291,2023-10-05,53.06,PayPal,0
101291,2025-07-19,64.12,Card,0
101291,2024-01-09,55.97,Card,0
101291,2025-02-23,15.93,NetBanking,0
101291,2025-01-08,11.72,Card,0
101292,2025-07-10,46.69,UPI,0
101292,2023-06-15,12.68,UPI,1
101292,2023-08-19,7.21,Card,0
101292,2025-03-18,49.02,PayPal,0
101292,2022-06-21,20.07,NetBanking,1
101292,2023-05-20,13.64,NetBanking,0
101292,2024-11-11,72.9,UPI,0
101292,2023-09-05,28.89,Card,0
101292,2023-01-20,47.62,PayPal,0
101292,2022-09-03,35.79,Card,1
101292,2023-01-19,46.75,Card,0
101292,2022-09-26,41.66,Card,0
101293,2025-09-06,34.53,PayPal,0
101293,2022-12-31,16.82,UPI,0
101293,2022-02-09,37.15,NetBanking,1
101293,2024-10-08,14.07,UPI,0
101293,2025-03-02,73.64,Card,0
101293,2022-03-12,69.62,Card,0
101293,2024-02-06,12.58,UPI,0
101293,2023-11-19,11.82,Card,0
101293,2023-10-15,12.02,Card,1
101293,2024-07-07,34.7,NetBanking,0
101293,2024-02-13,29.9,UPI,0
101293,2022-05-13,14.22,PayPal,0
101293,2022-02-04,16.86,UPI,0
101294,2023-04-11,5.99,Card,0
101294,2025-02-23,12.19,Card,0
101294,2025-10-03,27.06,UPI,0
101294,2023-06-22,64.71,UPI,0
101295,2024-08-17,66.11,UPI,0
101295,2025-02-02,57.81,UPI,0
101295,2022-02-04,51.7,NetBanking,0
101295,2022-07-24,59.02,PayPal,0
101295,2024-06-23,42.3,UPI,0
101295,2022-06-17,44.18,NetBanking,0
101295,2022-10-06,7.73,PayPal,0
101295,2022-02-12,42.77,UPI,0
101295,2024-07-08,32.27,Card,1
101296,2023-04-18,38.35,Card,0
101296,2024-12-08,70.48,NetBanking,0
101296,2023-11-24,58.99,PayPal,0
101296,2025-01-29,64.86,PayPal,0
101296,2023-03-04,17.03,UPI,0
101296,2023-07-05,12.62,Card,0
101296,2022-05-19,37.95,NetBanking,0
101296,2022-06-14,12.03,NetBanking,0
101296,2024-01-06,64.92,NetBanking,0
101297,2025-08-14,6.93,UPI,0
101297,2023-03-27,44.04,UPI,0
101297,2025-07-05,51.44,NetBanking,0
101297,2023-10-13,16.26,NetBanking,0
101298,2023-09-10,73.78,UPI,0
101298,2022-06-23,13.9,Card,0
101298,2023-04-19,28.2,Card,0
101298,2022-10-06,33.16,NetBanking,0
101298,2025-05-27,33.21,NetBanking,0
101298,2023-03-05,30.22,NetBanking,0
101298,2024-02-01,77.59,PayPal,0
101298,2023-06-01,23.87,Card,0
101298,2022-10-08,74.52,NetBanking,0
101298,2023-11-10,52.13,PayPal,0
101298,2022-04-10,6.27,UPI,0
101298,2025-08-31,7.45,Card,1
101299,2024-09-28,47.92,UPI,0
101299,2024-10-13,59.15,UPI,0
101299,2022-07-27,59.5,PayPal,0
101299,2025-01-16,45.64,Card,0
101299,2023-05-26,77.17,Card,0
101299,2024-05-04,14.43,UPI,1
101299,2022-08-12,62.19,PayPal,0
101299,2025-01-11,17.63,NetBanking,0
101299,2023-08-12,13.83,PayPal,0
101299,2023-06-15,47.0,NetBanking,0
101299,2025-07-20,11.37,UPI,0
101299,2025-10-27,69.33,UPI,0
101300,2022-03-06,52.71,UPI,0
101300,2024-10-30,77.14,NetBanking,0
101300,2022-06-29,66.49,PayPal,0
101300,2024-10-07,66.02,UPI,0
101301,2022-03-25,34.7,NetBanking,0
101301,2022-10-28,28.18,PayPal,0
101301,2023-07-07,13.53,Card,0
101301,2022-02-12,55.89,PayPal,0
101301,2025-06-26,9.95,PayPal,0
101301,2025-05-01,43.49,Card,0
101301,2024-09-05,10.68,PayPal,0
101301,2024-03-22,63.11,Card,0
101302,2024-02-04,15.56,PayPal,0
101302,2024-07-25,43.81,UPI,0
101302,2023-05-13,71.98,Card,0
101302,2025-05-16,77.41,NetBanking,0
101302,2025-02-20,43.11,NetBanking,0
101302,2025-05-07,21.58,NetBanking,0
101303,2023-11-29,50.5,UPI,0
101303,2024-05-21,70.95,Card,0
101303,2024-07-27,5.7,UPI,0
101303,2025-04-27,55.84,UPI,0
101303,2024-07-06,35.02,Card,0
101303,2022-10-26,13.28,PayPal,1
101304,2023-01-05,34.07,UPI,0
101304,2024-09-30,14.03,Card,1
101304,2022-01-01,30.42,PayPal,0
101304,2024-04-13,67.27,PayPal,0
101304,2022-09-15,17.46,NetBanking,0
101304,2022-01-14,49.7,NetBanking,0
101304,2024-03-08,10.06,PayPal,0
101304,2022-09-26,9.04,PayPal,0
101304,2023-08-08,13.57,PayPal,0
101304,2025-06-08,13.42,Card,0
101304,2024-03-27,26.5,PayPal,0
101304,2024-04-02,40.25,PayPal,0
101304,2022-05-16,39.29,PayPal,0
101304,2024-04-29,42.47,NetBanking,0
101305,2023-04-03,40.89,NetBanking,0
101305,2024-07-18,16.62,Card,0
101305,2025-03-22,44.34,NetBanking,0
101305,2022-07-28,30.57,NetBanking,1
101305,2024-07-04,25.15,UPI,0
101305,2022-08-02,23.25,UPI,0
101305,2024-08-03,63.81,Card,0
101305,2024-01-11,50.37,UPI,0
101305,2023-08-31,31.86,NetBanking,0
101306,2024-03-13,75.16,NetBanking,0
101306,2023-07-09,70.32,NetBanking,0
101306,2024-10-19,18.75,PayPal,0
101306,2022-07-01,66.86,NetBanking,0
101306,2023-06-30,73.28,UPI,0
101306,2023-12-10,6.48,NetBanking,0
101306,2025-03-15,32.51,UPI,1
101306,2025-10-15,16.53,Card,0
101306,2025-07-02,65.7,Card,0
101306,2022-07-04,48.64,NetBanking,0
101306,2025-02-03,62.11,NetBanking,0
101307,2025-10-07,5.72,Card,0
101307,2023-05-13,63.2,UPI,0
101307,2024-08-10,60.66,PayPal,0
101307,2023-06-22,14.39,PayPal,0
101308,2024-01-02,61.49,Card,0
101308,2023-11-07,43.27,PayPal,0
101308,2023-09-17,69.63,NetBanking,0
101308,2025-05-18,38.1,NetBanking,0
101309,2023-07-09,56.53,NetBanking,0
101309,2024-01-25,47.21,NetBanking,0
101309,2022-04-18,15.52,PayPal,0
101309,2024-01-16,34.92,UPI,0
101309,2024-04-01,24.62,Card,0
101309,2023-03-24,36.38,UPI,0
101309,2023-08-03,70.49,NetBanking,0
101309,2024-05-14,39.82,PayPal,1
101309,2025-07-10,17.14,NetBanking,0
101309,2023-09-24,16.16,NetBanking,0
101309,2025-09-11,71.1,UPI,0
101309,2022-03-31,32.85,UPI,0
101309,2023-11-08,28.62,Card,1
101310,2024-11-08,14.6,UPI,0
101310,2023-10-17,33.05,UPI,1
101310,2024-05-15,59.86,NetBanking,0
101310,2022-05-16,58.0,NetBanking,0
101310,2024-10-14,8.45,UPI,1
101310,2023-03-16,35.46,PayPal,0
101310,2024-04-18,6.96,PayPal,0
101310,2022-03-09,41.94,Card,0
101311,2023-05-30,63.1,UPI,0
101311,2025-09-20,26.06,UPI,0
101311,2022-02-02,14.14,PayPal,0
101311,2025-03-23,35.0,NetBanking,0
101311,2023-10-29,71.52,NetBanking,0
101311,2022-03-13,70.7,PayPal,0
101312,2022-04-25,77.55,Card,0
101312,2023-07-01,48.13,PayPal,0
101312,2024-02-26,38.94,UPI,0
101312,2025-03-08,12.48,PayPal,0
101312,2022-06-02,58.42,NetBanking,0
101312,2024-07-26,22.72,PayPal,0
101312,2023-04-22,29.22,NetBanking,0
101312,2023-04-12,28.42,PayPal,0
101312,2022-03-14,60.68,NetBanking,0
101312,2024-10-11,22.82,PayPal,0
101313,2023-07-11,9.59,UPI,0
101313,2023-06-07,69.39,UPI,0
101313,2023-12-19,69.43,Card,0
101313,2025-01-02,55.65,NetBanking,0
101313,2023-12-03,31.65,NetBanking,0
101313,2025-09-03,78.12,NetBanking,0
101313,2023-06-06,62.65,PayPal,0
101314,2023-11-17,76.88,Card,0
101314,2022-02-07,21.54,Card,0
101314,2024-12-02,59.57,UPI,0
101314,2022-09-08,53.59,Card,0
101314,2022-04-14,10.64,Card,0
101314,2025-10-18,59.14,UPI,0
101314,2022-12-03,45.46,Card,0
101314,2022-04-10,31.12,UPI,0
101314,2022-10-11,74.22,Card,0
101314,2025-03-07,56.46,UPI,0
101314,2023-03-03,71.1,NetBanking,0
101314,2025-08-24,13.31,UPI,0
101314,2024-03-27,60.06,Card,0
101315,2025-05-15,39.02,Card,0
101315,2023-10-19,50.47,Card,0
101315,2024-02-04,66.6,NetBanking,0
101315,2025-05-05,11.76,UPI,0
101315,2022-12-06,53.1,UPI,0
101315,2024-04-28,26.79,PayPal,0
101316,2023-08-25,53.94,NetBanking,0
101316,2023-06-19,79.85,PayPal,0
101316,2022-08-22,62.2,Card,0
101316,2023-09-23,5.05,UPI,1
101316,2024-04-18,26.42,NetBanking,1
101316,2025-01-02,60.36,PayPal,0
101316,2023-06-15,28.65,UPI,0
101316,2022-05-04,24.33,Card,0
101316,2023-01-03,23.9,UPI,1
101316,2022-04-23,28.27,Card,0
101317,2023-02-17,35.93,UPI,0
101317,2023-12-18,59.81,PayPal,0
101317,2022-12-08,51.95,Card,0
101317,2023-01-16,8.87,UPI,1
101317,2023-12-13,11.78,UPI,1
101317,2023-07-13,55.23,PayPal,0
101317,2024-10-15,7.36,PayPal,0
101318,2024-01-15,57.64,Card,0
101318,2022-07-29,45.47,NetBanking,0
101318,2024-02-08,36.29,NetBanking,0
101318,2022-04-15,21.22,UPI,0
101318,2022-02-02,30.76,Card,0
101318,2025-01-04,47.65,UPI,0
101318,2024-09-10,57.22,PayPal,0
101318,2025-08-24,17.87,PayPal,0
101318,2024-01-29,61.17,NetBanking,0
101318,2025-07-11,29.99,Card,0
101318,2024-09-16,66.66,Card,0
101319,2023-06-22,65.4,UPI,0
101319,2025-07-27,10.57,PayPal,0
101319,2025-02-15,16.01,PayPal,0
101319,2022-09-08,59.06,Card,0
101319,2024-04-28,76.03,PayPal,0
101320,2023-06-17,33.76,NetBanking,0
101320,2025-05-19,9.74,Card,0
101320,2024-10-05,50.41,UPI,0
101320,2025-08-17,34.66,UPI,0
101320,2024-01-25,69.24,PayPal,0
101320,2022-03-21,71.58,PayPal,0
101320,2025-10-20,15.84,NetBanking,0
101320,2025-03-06,42.1,Card,0
101320,2023-03-04,63.77,UPI,0
101320,2023-05-01,30.25,PayPal,0
101320,2023-12-06,75.9,Card,0
101321,2023-08-29,44.98,UPI,0
101321,2023-02-08,74.79,NetBanking,0
101321,2024-02-10,64.52,NetBanking,0
101322,2025-08-19,36.17,UPI,0
101322,2022-07-27,20.14,PayPal,0
101322,2023-06-06,57.51,UPI,0
101322,2025-09-28,50.4,Card,0
101322,2025-08-17,31.88,NetBanking,0
101322,2022-06-08,26.6,NetBanking,0
101322,2022-03-13,62.94,Card,0
101322,2025-04-15,50.43,PayPal,0
101323,2025-02-24,57.33,UPI,0
101323,2024-03-20,14.65,NetBanking,0
101323,2024-06-05,31.28,Card,0
101323,2023-11-29,70.74,UPI,0
101323,2022-04-22,69.41,NetBanking,0
101323,2023-10-01,14.22,UPI,0
101323,2023-12-11,65.97,Card,0
101323,2025-10-10,68.82,NetBanking,0
101323,2025-07-09,30.25,PayPal,0
101323,2022-01-05,9.21,Card,0
101324,2023-05-01,58.71,Card,0
101324,2022-03-10,69.12,NetBanking,0
101324,2022-11-25,27.88,PayPal,0
101324,2024-02-06,33.21,NetBanking,0
101324,2025-03-28,25.41,PayPal,1
101324,2023-04-07,59.66,NetBanking,0
101324,2022-03-13,60.85,Card,0
101324,2023-12-21,59.02,PayPal,0
101324,2024-09-02,12.26,Card,1
101324,2024-07-29,48.89,NetBanking,0
101324,2022-01-07,48.58,Card,0
101324,2023-09-08,30.06,NetBanking,0
101324,2022-04-03,42.21,Card,0
101325,2022-03-18,26.86,UPI,0
101325,2025-09-11,13.58,PayPal,0
101325,2024-02-27,24.66,NetBanking,0
101325,2023-10-01,52.68,UPI,0
101325,2023-06-10,28.07,UPI,0
101325,2024-09-05,25.18,UPI,0
101325,2024-02-15,37.21,PayPal,1
101325,2023-07-19,21.0,PayPal,0
101325,2025-05-08,66.26,Card,0
101325,2024-09-06,35.74,Card,0
101325,2022-04-04,42.8,Card,0
101326,2024-09-23,10.58,PayPal,0
101326,2022-05-05,43.36,Card,0
101326,2023-12-26,14.97,NetBanking,1
101326,2025-07-27,72.75,UPI,0
101326,2024-11-23,6.63,Card,0
101326,2023-04-17,59.58,NetBanking,0
101326,2023-08-28,60.56,PayPal,0
101326,2025-10-03,14.02,UPI,0
101326,2022-08-15,65.76,PayPal,0
101326,2024-07-27,15.84,UPI,0
101326,2024-09-20,69.5,UPI,0
101326,2023-03-17,40.08,Card,0
101326,2023-08-20,71.42,PayPal,0
101326,2023-01-10,52.37,PayPal,0
101327,2023-05-09,18.7,PayPal,0
101327,2023-02-17,25.99,NetBanking,0
101327,2023-09-09,61.3,PayPal,0
101327,2024-01-19,7.85,PayPal,0
101327,2025-05-09,55.14,UPI,0
101327,2024-10-06,24.11,NetBanking,0
101328,2025-07-05,33.64,UPI,0
101328,2023-05-23,38.18,NetBanking,0
101328,2024-02-01,74.15,NetBanking,0
101328,2025-03-05,35.22,Card,1
101328,2022-06-29,39.81,NetBanking,0
101329,2025-04-29,13.24,NetBanking,0
101329,2025-07-05,67.97,NetBanking,0
101329,2023-08-01,39.23,NetBanking,0
101329,2024-06-02,33.63,UPI,0
101329,2025-04-04,34.88,Card,0
101330,2022-10-06,69.27,Card,0
101330,2025-05-27,33.43,NetBanking,1
101330,2024-05-25,34.31,NetBanking,0
101330,2024-12-21,24.7,UPI,0
101330,2022-07-25,7.67,Card,0
101330,2024-05-30,59.56,PayPal,0
101330,2022-01-05,6.96,PayPal,0
101330,2023-07-29,28.73,Card,0
101330,2022-08-01,48.82,PayPal,0
101330,2025-03-21,27.32,PayPal,0
101331,2025-05-30,34.12,NetBanking,0
101331,2023-03-24,73.48,UPI,0
101331,2023-01-05,71.26,PayPal,0
101331,2023-11-05,25.83,NetBanking,0
101331,2024-12-16,60.65,NetBanking,0
101331,2023-10-25,23.98,PayPal,0
101332,2023-02-11,39.37,NetBanking,0
101332,2024-01-15,75.07,PayPal,0
101332,2023-05-24,47.55,UPI,0
101332,2022-12-17,41.78,NetBanking,0
101332,2023-04-30,74.47,Card,0
101333,2023-06-11,61.98,UPI,0
101333,2025-03-24,28.92,NetBanking,1
101333,2022-01-04,61.53,Card,0
101333,2024-08-25,67.14,Card,0
101333,2022-03-19,56.61,UPI,0
101333,2022-07-12,44.69,NetBanking,0
101333,2025-03-09,48.31,PayPal,0
101333,2025-05-23,71.98,Card,0
101333,2022-12-06,55.65,Card,0
101333,2023-03-30,16.66,UPI,0
101333,2025-07-12,51.61,Card,0
101333,2022-03-17,8.54,Card,0
101334,2024-06-28,12.72,UPI,0
101334,2024-02-13,16.73,Card,0
