customer_id,event_date,event_type,event_value
100808,2025-04-09,share,45.86
100808,2022-02-05,share,48.66
100808,2022-10-17,share,89.71
100808,2023-11-02,purchase,17.89
100808,2023-03-02,login,58.86
100808,2023-08-10,watch,85.89
100808,2024-01-05,watch,55.93
100809,2024-01-10,share,83.4
100809,2024-10-10,search,60.47
100809,2025-02-18,login,61.99
100809,2023-03-19,search,69.85
100809,2024-06-13,purchase,54.85
100809,2022-05-17,watch,55.35
100809,2024-10-27,login,28.1
100809,2022-09-06,watch,72.76
100809,2022-07-17,login,61.76
100810,2022-09-02,watch,33.06
100810,2023-04-04,watch,54.74
100810,2022-08-03,login,39.66
100810,2023-02-03,share,31.06
100810,2022-06-18,search,35.26
100810,2022-02-28,watch,94.36
100810,2023-09-23,search,74.42
100810,2022-05-25,login,56.4
100810,2023-12-27,share,81.63
100810,2025-02-23,search,38.0
100810,2025-10-31,login,48.26
100810,2024-03-13,share,85.83
100810,2022-10-22,watch,70.24
100810,2022-02-26,watch,23.68
100811,2024-11-01,share,35.06
100811,2024-11-26,purchase,51.83
100811,2025-03-14,share,9.03
100811,2024-02-04,login,9.07
100811,2024-01-16,watch,19.48
100811,2024-08-23,search,29.58
100811,2022-04-29,search,22.64
100811,2022-01-20,watch,80.73
100812,2022-02-17,share,14.34
100812,2025-01-22,watch,23.89
100812,2025-08-24,watch,17.43
100812,2023-03-11,search,65.3
100812,2023-06-30,search,41.5
100812,2024-05-23,login,43.35
100812,2023-08-15,login,8.41
100812,2022-12-01,search,1.34
100812,2024-03-06,login,58.41
100812,2022-02-01,login,63.85
100812,2022-01-19,watch,65.03
100812,2024-05-31,purchase,87.01
100812,2024-05-06,watch,18.71
100812,2024-03-09,search,93.09
100812,2024-01-28,purchase,40.48
100812,2022-11-24,login,28.67
100812,2023-04-19,share,20.96
100813,2024-03-29,search,51.12
100813,2023-09-23,search,88.7
100813,2023-01-31,search,46.34
100813,2024-12-01,watch,65.67
100813,2022-10-25,watch,6.97
100813,2022-10-20,login,19.89
100813,2024-10-30,watch,26.44
100813,2025-06-20,watch,97.05
100813,2025-02-01,login,16.05
100813,2024-04-23,login,16.45
100813,2025-06-05,login,91.32
100813,2024-01-01,search,84.22
100813,2024-11-17,purchase,93.38
100814,2025-06-01,share,59.55
100814,2025-09-22,purchase,75.8
100814,2024-02-10,watch,10.43
100814,2022-09-25,watch,2.09
100814,2022-03-17,share,71.53
100814,2022-05-25,login,80.02
100814,2023-02-28,share,54.72
100814,2023-03-12,search,96.38
100814,2022-12-25,watch,67.11
100815,2023-05-27,share,38.67
100815,2025-08-22,login,56.29
100815,2022-06-03,share,89.61
100815,2023-12-03,login,97.6
100815,2024-10-08,login,50.02
100815,2023-02-08,watch,11.13
100815,2025-08-09,search,9.11
100815,2023-08-31,watch,34.54
100815,2024-11-02,watch,47.52
100815,2022-11-19,purchase,14.19
100815,2022-01-05,purchase,91.44
100815,2023-12-05,purchase,65.71
100815,2024-07-04,watch,37.08
100815,2025-07-14,watch,29.29
100815,2025-09-04,login,62.0
100816,2024-08-08,search,86.39
100816,2024-03-21,search,63.29
100816,2022-10-21,login,31.38
100816,2023-02-26,login,8.14
100816,2022-11-06,share,18.59
100816,2023-06-06,purchase,46.06
100816,2023-06-06,watch,91.45
100816,2024-06-12,share,51.1
100816,2022-12-06,login,62.78
100816,2023-09-08,search,3.0
100816,2024-01-14,search,20.28
100816,2025-05-22,purchase,24.79
100817,2025-06-14,purchase,77.09
100817,2024-07-06,purchase,87.52
100817,2024-09-07,watch,63.14
100817,2023-08-27,watch,17.31
100817,2024-11-01,search,42.87
100817,2025-09-07,watch,66.32
100817,2023-11-09,search,35.29
100817,2022-07-11,share,16.66
100817,2022-03-08,purchase,68.79
100817,2024-06-06,share,97.0
100817,2025-01-16,purchase,52.68
100817,2025-06-04,login,52.05
100817,2022-06-05,share,41.61
100817,2024-12-08,purchase,6.94
100817,2023-01-17,search,7.32
100817,2025-03-13,watch,16.23
100817,2024-04-11,search,31.21
100817,2025-06-19,purchase,60.7
100818,2025-04-06,login,69.9
100818,2025-10-22,purchase,23.34
100818,2024-03-16,share,99.96
100818,2023-01-28,search,28.02
100818,2024-07-29,login,89.86
100818,2022-10-04,purchase,54.26
100818,2022-05-13,search,39.23
100818,2024-10-07,purchase,23.67
100818,2022-04-02,search,64.12
100818,2022-04-13,share,44.4
100818,2022-08-14,share,77.52
100818,2023-04-29,watch,77.91
100818,2022-10-06,login,5.08
100818,2025-09-13,share,3.77
100818,2022-04-24,purchase,16.12
100818,2023-03-01,login,1.96
100818,2022-10-22,login,97.64
100819,2023-05-06,search,94.79
100819,2024-12-15,search,73.36
100819,2023-10-29,purchase,46.59
100819,2025-02-23,watch,57.69
100819,2023-09-06,share,38.61
100820,2025-10-10,search,45.34
100820,2023-09-19,search,52.13
100820,2022-06-22,purchase,76.48
100820,2024-01-22,purchase,96.25
100820,2024-03-18,login,95.35
100820,2023-01-31,share,87.13
100821,2023-02-27,search,22.55
100821,2022-05-02,purchase,89.93
100821,2025-10-26,share,67.2
100821,2024-03-12,search,93.71
100821,2024-12-22,login,27.88
100822,2025-02-26,watch,16.39
100822,2022-10-15,watch,76.95
100822,2024-07-13,purchase,22.44
100822,2024-08-05,search,63.61
100822,2025-08-02,search,29.35
100822,2024-02-23,watch,56.83
100822,2024-04-22,watch,49.0
100822,2025-10-22,search,80.88
100822,2024-03-09,search,30.03
100822,2022-06-13,share,69.98
100822,2023-08-23,search,91.67
100822,2025-05-03,login,35.21
100823,2024-11-07,purchase,20.65
100823,2022-10-04,watch,4.12
100823,2022-06-11,watch,1.19
100823,2025-06-21,share,25.76
100823,2022-10-20,purchase,56.12
100823,2023-11-17,share,86.24
100824,2023-06-17,search,95.34
100824,2024-08-21,watch,63.89
100824,2022-02-24,purchase,84.4
100824,2025-06-10,watch,33.31
100824,2022-01-24,login,24.11
100824,2025-09-05,login,74.11
100824,2023-08-23,search,38.83
100824,2022-09-26,share,95.3
100824,2022-08-02,watch,63.9
100825,2025-09-13,purchase,5.37
100825,2023-10-30,purchase,23.6
100825,2022-09-23,purchase,49.72
100825,2022-12-01,share,51.36
100825,2022-10-23,login,60.13
100825,2025-03-15,watch,70.31
100825,2022-10-07,share,76.86
100825,2022-03-07,share,23.28
100825,2023-07-02,search,34.54
100825,2023-08-05,share,28.34
100825,2024-09-10,share,37.12
100825,2024-05-15,search,98.91
100825,2024-03-07,login,62.49
100825,2024-06-14,search,99.6
100826,2024-04-15,share,95.48
100826,2022-07-19,share,27.82
100826,2024-07-24,search,57.13
100826,2025-04-17,login,23.79
100826,2022-01-03,login,45.37
100826,2025-05-30,share,25.24
100826,2022-02-09,login,72.37
100826,2024-03-22,share,74.21
100826,2025-04-01,login,36.98
100826,2022-08-13,watch,51.39
100826,2022-04-30,search,74.2
100826,2023-02-01,search,57.42
100826,2022-11-02,watch,95.65
100826,2024-09-26,login,63.52
100826,2024-07-11,purchase,59.21
100827,2022-07-18,share,68.83
100827,2023-12-21,watch,28.3
100827,2025-06-24,share,80.92
100827,2022-12-20,purchase,50.17
100827,2022-01-05,purchase,55.38
100827,2023-03-17,login,57.28
100827,2024-01-05,watch,56.63
100828,2023-01-31,search,85.64
100828,2025-07-31,search,64.94
100828,2023-10-02,search,9.62
100828,2023-12-13,search,34.61
100828,2025-09-02,search,54.95
100828,2023-08-08,share,43.68
100828,2023-01-24,search,29.69
100828,2023-11-12,search,31.04
100828,2023-02-11,search,7.39
100828,2024-03-24,login,44.53
100828,2024-05-26,login,31.34
100828,2025-01-09,search,51.06
100828,2022-03-16,watch,15.48
100828,2025-01-30,share,4.65
100828,2022-07-09,watch,72.37
100828,2025-05-19,purchase,49.96
100828,2022-05-22,purchase,92.89
100828,2023-07-11,share,60.58
100828,2023-01-14,search,96.93
100829,2023-04-20,login,20.18
100829,2022-06-14,search,28.63
100829,2025-02-24,purchase,70.12
100829,2024-10-05,watch,74.39
100829,2025-03-11,share,39.86
100830,2022-11-04,share,7.66
100830,2025-05-12,share,36.75
100830,2022-01-27,watch,41.08
100830,2024-03-16,login,75.84
100830,2024-09-13,purchase,17.47
100831,2022-08-11,share,58.73
100831,2023-08-01,watch,49.93
100831,2023-12-26,search,90.69
100831,2024-02-28,login,98.02
100831,2024-07-30,share,94.79
100831,2022-06-15,login,91.01
100831,2024-12-03,watch,22.61
100831,2024-11-17,purchase,75.99
100831,2024-06-10,purchase,50.49
100831,2024-05-30,search,97.11
100831,2022-01-28,login,58.15
100832,2025-08-06,search,98.26
100832,2023-11-19,purchase,54.84
100832,2025-06-01,login,67.91
100832,2025-10-30,watch,63.7
100832,2024-10-31,watch,55.09
100832,2024-09-17,share,92.19
100832,2022-10-15,search,38.98
100832,2024-05-19,share,40.28
100832,2024-11-25,watch,13.63
100832,2023-08-16,watch,37.13
100832,2023-01-10,purchase,43.87
100832,2022-02-27,search,31.86
100832,2022-11-06,share,42.12
100832,2025-09-07,share,94.3
100832,2022-12-13,purchase,12.25
100832,2022-11-19,watch,75.46
100833,2023-07-02,watch,44.76
100833,2025-08-13,login,80.27
100833,2025-03-27,watch,25.68
100833,2024-02-13,share,11.63
100833,2022-05-01,share,11.25
100833,2022-04-14,share,13.52
100833,2023-07-26,share,54.62
100833,2025-10-20,watch,36.51
100833,2024-09-14,watch,98.99
100833,2023-01-19,share,98.3
100833,2024-04-03,watch,75.02
100833,2022-08-23,share,8.01
100833,2025-10-07,watch,21.22
100833,2023-02-13,search,92.26
100833,2024-10-27,share,83.44
100833,2025-10-01,share,32.07
100833,2023-01-25,login,21.69
100834,2023-04-17,watch,67.15
100834,2025-02-06,share,78.2
100834,2022-05-31,share,48.96
100834,2022-01-08,purchase,47.7
100834,2022-05-07,purchase,18.61
100834,2023-07-01,search,7.87
100834,2025-07-02,login,65.89
100834,2022-08-07,purchase,81.04
100834,2023-03-01,login,48.83
100834,2022-04-02,purchase,72.11
100834,2025-01-14,login,66.54
100834,2025-01-18,login,50.82
100834,2023-04-21,login,63.2
100834,2023-06-06,search,7.9
100834,2022-03-30,share,1.09
100834,2022-11-08,watch,45.33
100835,2022-05-21,login,30.14
100835,2024-10-19,share,88.49
100835,2023-07-06,share,67.82
100835,2022-01-22,purchase,99.84
100835,2023-03-26,login,55.06
100835,2024-06-18,login,43.23
100835,2023-11-14,search,40.54
100835,2023-08-18,purchase,10.66
100836,2024-05-04,search,72.54
100836,2024-07-14,share,21.88
100836,2024-12-21,share,89.45
100836,2024-12-25,login,23.69
100836,2022-12-20,search,88.42
100836,2022-02-24,share,89.85
100836,2024-09-16,search,96.41
100836,2023-07-11,purchase,49.02
100836,2024-10-08,purchase,61.91
100837,2022-08-30,search,70.83
100837,2025-08-13,search,58.13
100837,2025-06-05,purchase,23.97
100837,2025-03-18,watch,84.48
100837,2022-12-06,purchase,61.21
100837,2024-02-06,search,78.19
100837,2023-12-03,login,34.16
100837,2022-02-13,watch,54.99
100837,2023-01-14,share,9.26
100838,2025-03-11,watch,43.06
100838,2022-03-25,login,39.92
100838,2022-11-07,share,71.33
100838,2024-05-20,watch,16.01
100838,2024-05-26,search,13.67
100839,2024-09-13,purchase,74.93
100839,2022-01-19,purchase,35.21
100839,2023-12-08,share,30.88
100839,2025-10-26,share,81.17
100839,2024-03-16,search,75.31
100839,2025-08-24,watch,76.35
100839,2024-01-12,search,52.27
100840,2022-12-26,login,78.43
100840,2023-08-03,share,40.31
100840,2023-09-23,login,41.15
100840,2025-01-03,search,44.82
100840,2025-07-14,search,17.99
100840,2023-09-21,login,30.77
100840,2022-05-31,watch,15.12
100840,2023-02-14,purchase,79.4
100840,2023-06-23,share,8.58
100840,2024-12-06,search,43.53
100840,2023-01-20,purchase,47.42
100840,2023-01-22,login,71.25
100841,2025-08-04,purchase,94.61
100841,2024-08-02,share,53.93
100841,2024-11-19,search,10.12
100841,2022-12-18,purchase,46.93
100841,2022-07-06,login,24.77
100841,2022-04-21,watch,39.76
100841,2025-04-01,watch,16.93
100841,2024-09-15,login,67.82
100841,2024-12-05,watch,4.04
100842,2024-08-15,purchase,7.27
100842,2024-06-11,login,60.05
100842,2025-09-19,watch,37.2
100842,2024-02-10,purchase,7.71
100842,2024-04-08,share,95.72
100842,2024-05-27,login,67.2
100842,2022-03-01,share,8.91
100842,2022-10-09,share,49.14
100843,2022-12-31,search,96.2
100843,2022-04-30,search,17.93
100843,2022-08-29,search,8.69
100843,2022-10-21,search,97.22
100843,2023-12-15,share,20.56
100843,2024-07-15,login,89.58
100843,2024-12-22,login,79.02
100843,2023-09-28,search,58.97
100843,2022-12-25,login,19.48
100843,2024-07-16,login,46.48
100843,2025-06-29,purchase,97.98
100843,2023-10-18,purchase,87.35
100844,2022-11-08,search,13.36
100844,2022-07-13,search,49.18
100844,2023-01-08,search,85.52
100844,2023-11-09,login,49.82
100844,2023-12-05,watch,62.85
100844,2022-03-20,share,63.83
100844,2022-07-06,search,44.7
100844,2023-05-22,share,47.93
100844,2025-01-12,share,90.75
100844,2022-04-16,watch,19.68
100844,2022-12-11,purchase,28.36
100844,2025-10-16,purchase,39.88
100844,2025-07-06,watch,9.71
100844,2024-08-23,purchase,37.7
100844,2022-11-14,login,73.82
100844,2024-02-10,search,11.79
100844,2023-02-12,purchase,62.97
100844,2023-08-16,search,97.14
100845,2025-01-06,search,94.36
100845,2024-12-01,search,94.72
100845,2025-05-02,purchase,38.34
100845,2022-08-22,login,45.7
100845,2022-12-25,login,78.69
100845,2024-06-18,login,76.34
100845,2022-03-08,login,88.5
100845,2023-05-24,login,19.89
100845,2025-06-16,purchase,32.83
100845,2022-09-09,purchase,52.73
100845,2025-06-18,login,78.3
100845,2024-08-24,purchase,26.05
100845,2023-10-29,login,24.04
100845,2024-03-07,login,78.65
100845,2023-01-03,purchase,22.12
100845,2025-08-19,search,49.17
100846,2022-10-10,search,86.45
100846,2023-06-28,purchase,75.16
100846,2025-07-07,share,39.03
100846,2025-10-17,watch,13.93
100846,2022-11-26,watch,34.97
100846,2024-10-17,watch,81.04
100846,2022-08-30,purchase,35.52
100846,2025-10-01,purchase,66.82
100846,2024-12-05,search,24.66
100846,2025-06-16,search,66.9
100846,2024-06-03,share,82.86
100846,2023-01-14,search,44.68
100847,2022-04-24,login,5.77
100847,2023-08-23,purchase,15.73
100847,2024-11-23,search,46.8
100847,2024-06-15,login,20.03
100847,2024-05-27,watch,94.89
100847,2022-09-16,search,25.23
100847,2025-06-27,search,72.54
100847,2025-10-28,login,13.39
100847,2023-06-06,purchase,80.54
100847,2024-12-10,share,60.87
100847,2025-09-25,purchase,52.68
100847,2024-03-19,search,97.85
100847,2023-11-05,purchase,36.26
100847,2022-08-21,login,5.72
100847,2022-12-23,login,42.57
100847,2024-03-17,share,42.57
100848,2023-07-06,purchase,18.51
100848,2022-07-07,watch,17.07
100848,2025-02-11,share,54.47
100848,2022-11-01,purchase,96.83
100848,2022-06-25,search,60.2
100848,2023-11-17,search,23.29
100848,2022-07-20,login,71.4
100848,2022-09-16,purchase,23.21
100848,2022-04-05,search,94.51
100848,2023-02-11,share,64.36
100848,2022-02-13,search,78.83
100848,2023-02-10,purchase,3.92
100848,2023-10-31,purchase,32.48
100848,2022-09-24,share,91.67
100848,2023-01-22,search,61.99
100848,2024-04-10,login,91.77
100849,2025-05-11,purchase,18.2
100849,2025-05-17,share,43.38
100849,2025-10-31,login,62.67
100849,2023-12-24,login,35.82
100849,2024-03-15,watch,62.28
100849,2024-02-12,login,54.18
100849,2023-12-20,purchase,92.14
100849,2025-04-02,search,82.64
100849,2022-09-23,watch,19.87
100849,2024-11-30,watch,57.05
100849,2024-11-28,search,77.03
100849,2022-04-04,purchase,48.03
100849,2022-02-14,watch,22.6
100849,2024-12-03,login,36.13
100849,2024-06-14,login,89.83
100850,2025-01-10,share,69.08
100850,2025-10-31,watch,40.49
100850,2024-05-01,watch,32.31
100850,2022-03-30,share,86.73
100850,2023-10-01,share,43.2
100850,2025-10-17,search,37.77
100850,2024-10-14,login,28.99
100850,2025-02-26,search,58.33
100850,2023-11-01,login,11.71
100850,2023-10-27,watch,39.09
100850,2022-02-13,login,66.68
100850,2022-11-06,purchase,68.33
100851,2022-02-08,login,59.47
100851,2024-11-04,share,26.05
100851,2023-02-11,watch,43.53
100851,2024-04-17,login,54.58
100851,2023-11-14,search,64.19
100851,2025-02-10,search,68.79
100851,2025-08-17,login,25.46
100851,2024-07-06,login,72.41
100851,2022-11-24,watch,23.34
100851,2022-10-01,watch,81.87
100851,2022-06-22,watch,55.45
100851,2024-12-03,login,45.36
100851,2025-06-27,login,10.51
100851,2024-10-28,search,26.74
100851,2024-05-30,watch,7.23
100851,2023-09-15,purchase,71.46
100851,2025-04-02,login,85.01
100851,2024-10-02,purchase,64.38
100852,2025-07-10,share,46.12
100852,2023-05-12,search,11.89
100852,2025-02-01,watch,1.08
100852,2022-05-27,login,31.63
100852,2022-06-29,purchase,77.59
100852,2024-09-22,search,82.3
100852,2022-09-21,search,70.02
100852,2025-01-18,watch,43.67
100852,2022-11-21,watch,42.43
100852,2024-04-04,purchase,29.61
100853,2025-09-24,login,92.63
100853,2023-12-17,share,80.77
100853,2025-07-14,share,86.53
100853,2025-09-13,login,59.97
100853,2022-12-15,login,67.19
100853,2024-12-04,purchase,81.46
100853,2023-03-23,login,97.91
100853,2025-04-02,login,72.28
100853,2024-06-16,login,57.5
100853,2024-03-17,share,33.43
100853,2025-09-04,purchase,95.95
100853,2024-03-01,purchase,42.98
100853,2023-12-25,watch,62.51
100853,2022-06-04,login,31.83
100853,2024-08-07,watch,60.35
100853,2025-05-13,share,34.9
100854,2023-02-23,share,98.37
100854,2025-04-18,watch,42.98
100854,2023-11-18,search,4.68
100854,2022-10-24,purchase,37.94
100854,2023-09-30,watch,63.88
100854,2022-03-19,login,50.59
100854,2025-09-09,search,34.05
100854,2023-12-08,share,25.71
100854,2022-09-08,share,80.6
100854,2025-02-19,search,91.74
100854,2025-04-30,login,51.4
100854,2025-05-17,share,88.69
100854,2024-09-27,search,50.53
100855,2024-04-15,watch,36.58
100855,2025-07-24,search,79.37
100855,2025-06-13,login,5.96
100855,2022-09-29,login,30.67
100855,2025-07-22,share,40.96
100855,2024-02-10,search,99.93
100855,2024-02-24,search,96.01
100855,2025-05-25,purchase,66.41
100855,2024-04-28,share,61.38
100855,2023-05-23,login,98.4
100855,2024-11-07,watch,76.59
100855,2023-01-14,share,94.24
100855,2022-01-17,search,15.7
100855,2022-03-11,purchase,76.64
100855,2025-01-20,search,26.41
100855,2022-04-09,purchase,57.39
100855,2024-10-08,search,39.78
100855,2023-06-02,share,10.44
100856,2022-11-15,share,77.56
100856,2022-02-25,watch,42.93
100856,2022-08-02,watch,24.38
100856,2023-03-24,purchase,91.42
100856,2024-01-23,login,80.62
100857,2023-01-04,watch,44.49
100857,2025-10-16,share,70.36
100857,2024-12-22,purchase,59.22
100857,2023-01-30,login,28.26
100857,2022-03-25,search,69.17
100857,2023-02-13,purchase,88.12
100857,2024-04-03,login,17.16
100857,2022-11-08,purchase,23.07
100857,2023-04-03,purchase,58.31
100857,2022-02-20,share,1.2
100857,2024-07-30,purchase,8.12
100857,2023-08-18,share,97.42
100857,2022-11-16,watch,26.32
100857,2024-02-15,purchase,44.4
100857,2023-05-11,watch,24.67
100857,2024-11-15,purchase,30.94
100858,2025-03-10,purchase,76.07
100858,2022-07-28,search,75.1
100858,2023-07-12,search,49.8
100858,2025-09-01,login,72.02
100858,2025-06-05,share,28.55
100858,2024-01-17,watch,59.03
100858,2022-05-31,search,49.53
100859,2022-10-15,share,29.92
100859,2022-03-13,share,14.7
100859,2022-12-10,purchase,15.39
100859,2022-01-21,watch,84.43
100859,2024-10-03,login,16.46
100859,2024-06-23,watch,92.35
100859,2024-05-24,login,88.07
100859,2022-07-31,watch,95.45
100859,2023-03-01,search,77.67
100859,2024-02-09,search,54.1
100859,2024-09-16,login,15.41
100859,2023-06-23,purchase,9.1
100859,2022-08-25,share,18.92
100859,2023-08-28,search,38.95
100859,2022-10-23,watch,14.32
100859,2023-06-15,watch,15.26
100859,2022-05-25,share,87.81
100859,2023-06-10,search,1.96
100860,2025-01-15,watch,30.73
100860,2023-09-26,watch,8.65
100860,2025-08-28,login,67.59
100860,2022-06-19,purchase,32.66
100860,2023-08-14,watch,1.23
100860,2023-05-19,purchase,43.18
100860,2025-01-30,login,43.17
100860,2024-03-13,login,55.78
100860,2025-05-12,watch,16.86
100860,2022-03-25,purchase,13.3
100860,2023-10-15,login,84.13
100860,2025-09-11,search,74.4
100860,2023-07-22,search,47.1
100860,2024-12-10,login,24.06
100860,2024-03-25,login,28.81
100860,2022-01-26,watch,20.68
100860,2022-12-21,login,30.03
100860,2022-02-02,login,52.42
100861,2023-09-21,search,24.97
100861,2025-08-26,login,45.38
100861,2023-04-04,purchase,64.1
100861,2024-12-04,purchase,34.4
100861,2024-09-21,login,36.72
100861,2025-04-24,watch,20.27
100861,2023-06-29,purchase,60.81
100861,2025-01-30,purchase,95.4
100861,2022-02-21,watch,70.84
100861,2025-10-21,login,60.17
100862,2024-12-30,purchase,54.05
100862,2023-04-04,share,80.49
100862,2022-05-15,login,71.45
100862,2023-09-04,login,12.26
100862,2023-09-04,search,33.24
100862,2024-05-16,share,57.77
100862,2024-11-23,login,58.74
100863,2024-07-10,search,27.74
100863,2022-07-14,share,99.27
100863,2025-04-11,share,50.55
100863,2023-05-09,watch,14.73
100863,2022-06-16,watch,96.54
100863,2023-01-14,share,57.39
100863,2022-09-09,purchase,94.39
100863,2023-03-27,login,65.8
100863,2025-04-06,share,60.73
100863,2025-06-05,watch,60.05
100863,2022-04-29,share,61.76
100863,2023-06-03,watch,76.92
100863,2023-05-04,purchase,71.6
100863,2024-06-27,purchase,51.02
100864,2022-07-23,watch,15.58
100864,2023-12-11,share,69.47
100864,2022-07-10,purchase,19.34
100864,2025-09-23,share,13.41
100864,2023-07-09,search,16.53
100864,2023-04-29,search,90.95
100864,2022-03-27,purchase,20.94
100864,2022-08-15,share,44.64
100864,2023-10-30,purchase,53.65
100864,2025-03-28,login,73.62
100864,2023-09-01,search,78.02
100864,2025-06-02,share,14.87
100864,2022-05-27,login,5.65
100864,2024-10-13,login,97.35
100864,2022-03-21,share,19.01
100864,2023-08-19,watch,71.75
100864,2024-05-02,watch,64.92
100864,2023-06-24,purchase,40.11
100865,2025-02-20,share,72.17
100865,2024-11-28,watch,21.57
100865,2022-05-11,watch,63.54
100865,2024-10-17,watch,85.53
100865,2024-02-29,watch,69.78
100865,2023-01-05,login,1.4
100865,2024-02-11,watch,60.97
100865,2023-01-16,purchase,85.88
100865,2022-04-23,login,21.93
100865,2023-05-04,share,61.74
100865,2023-02-15,login,57.36
100865,2024-03-22,watch,22.73
100866,2025-08-29,share,26.94
100866,2023-12-25,purchase,94.62
100866,2022-11-29,login,61.24
100866,2022-04-30,search,50.8
100866,2025-01-12,purchase,33.95
100866,2024-02-03,watch,31.2
100866,2024-09-08,watch,47.91
100866,2023-11-15,watch,14.52
100866,2022-06-16,search,60.06
100866,2025-09-25,watch,91.88
100866,2025-01-30,search,88.02
100866,2025-10-20,purchase,85.98
100867,2024-12-23,search,87.35
100867,2022-06-26,watch,32.1
100867,2025-10-25,share,25.5
100867,2024-06-29,purchase,45.84
100867,2025-03-15,watch,94.72
100867,2022-04-30,watch,81.87
100867,2022-08-07,watch,78.93
100867,2023-05-25,search,2.77
100867,2025-02-25,share,37.33
100867,2023-10-26,search,41.62
100867,2023-07-06,search,99.96
100867,2024-03-07,login,71.04
100867,2024-08-25,login,53.04
100868,2022-03-05,watch,90.52
100868,2024-10-05,watch,22.41
100868,2022-08-21,watch,46.66
100868,2023-10-04,purchase,61.38
100868,2023-09-05,login,53.7
100868,2024-01-07,login,45.63
100868,2025-10-24,watch,74.85
100868,2024-09-08,share,22.48
100868,2023-04-06,share,5.58
100868,2024-05-16,search,31.96
100868,2025-04-30,login,20.66
100868,2025-08-08,search,47.87
100868,2023-09-16,login,14.35
100868,2024-10-09,login,3.41
100868,2022-11-17,search,74.44
100868,2022-08-22,purchase,31.37
100868,2023-06-13,share,96.3
100868,2025-09-25,search,38.68
100868,2025-03-09,purchase,67.25
100869,2022-01-11,watch,54.99
100869,2023-11-29,share,47.5
100869,2022-02-28,watch,26.02
100869,2024-12-03,watch,9.03
100869,2023-01-09,purchase,51.8
100869,2024-11-10,login,80.26
100869,2022-09-27,share,39.5
100869,2023-09-09,share,97.1
100869,2024-07-01,watch,49.41
100869,2025-01-22,purchase,82.54
100870,2024-08-09,login,60.89
100870,2023-02-18,watch,99.69
100870,2025-08-23,search,78.39
100870,2023-01-11,purchase,71.14
100870,2024-08-16,login,8.47
100870,2024-10-01,login,25.31
100870,2025-08-05,watch,81.9
100870,2023-11-10,search,50.62
100870,2023-05-08,purchase,75.86
100870,2022-08-05,purchase,5.35
100870,2024-06-01,share,69.04
100870,2023-01-20,purchase,16.94
100870,2025-03-31,share,55.51
100871,2022-05-05,search,68.27
100871,2022-03-12,purchase,89.01
100871,2022-08-03,watch,26.53
100871,2023-01-25,login,76.03
100871,2022-03-15,share,81.61
100871,2024-02-22,share,76.31
100871,2024-07-03,purchase,19.52
100872,2025-03-25,share,83.47
100872,2023-03-09,share,27.26
100872,2024-08-06,share,45.22
100872,2025-01-03,login,84.92
100872,2023-02-22,purchase,81.17
100872,2023-06-15,purchase,54.63
100872,2022-04-28,login,89.26
100872,2022-01-04,share,17.91
100872,2023-12-18,login,38.99
100872,2024-07-01,login,54.95
100872,2023-07-12,share,7.71
100872,2024-10-17,watch,49.11
100872,2025-10-17,watch,4.59
100873,2025-10-13,login,27.94
100873,2025-10-22,watch,26.6
100873,2023-12-15,watch,28.35
100873,2025-08-14,watch,14.01
100873,2023-10-25,purchase,50.56
100873,2024-10-28,login,19.72
100873,2022-11-07,share,93.9
100873,2025-10-19,share,19.13
100873,2023-02-08,login,24.78
100873,2022-09-30,purchase,59.76
100873,2025-08-17,watch,21.91
100874,2022-11-05,share,43.06
100874,2023-05-17,share,94.94
100874,2024-08-16,share,14.49
100874,2023-09-22,share,56.42
100874,2023-12-22,search,65.32
100874,2023-02-01,share,32.97
100874,2022-12-06,share,22.34
100875,2025-02-27,login,43.94
100875,2023-02-08,login,10.98
100875,2022-08-08,search,73.93
100875,2022-07-16,search,98.93
100875,2024-12-08,search,41.09
100875,2023-05-10,share,62.15
100875,2022-09-25,purchase,23.68
100875,2022-06-27,watch,70.51
100875,2025-10-27,watch,19.25
100875,2024-04-29,purchase,7.47
100875,2024-10-03,watch,27.34
100875,2022-05-05,share,17.42
100875,2024-11-21,purchase,23.05
100875,2025-04-27,login,39.01
100875,2022-09-01,watch,87.49
100875,2022-05-16,purchase,54.52
100875,2025-02-27,share,44.44
100875,2022-04-28,login,83.56
100876,2024-07-13,purchase,79.4
100876,2025-04-23,login,2.28
100876,2022-02-26,search,3.63
100876,2022-09-10,purchase,72.43
100876,2022-01-05,purchase,64.81
100876,2024-03-28,share,24.9
100876,2024-07-26,share,22.24
100876,2023-10-17,purchase,3.69
100876,2024-08-04,search,86.72
100876,2025-01-12,search,55.07
100876,2022-03-04,search,98.92
100876,2024-07-05,watch,14.59
100876,2024-08-21,share,23.87
100877,2025-04-23,share,23.2
100877,2023-01-24,search,59.68
100877,2022-02-28,login,97.29
100877,2022-09-01,search,23.93
100877,2022-05-18,share,21.59
100877,2022-06-10,share,27.93
100877,2022-10-12,watch,9.99
100877,2025-05-17,purchase,43.26
100877,2024-05-15,login,15.61
100877,2022-12-16,purchase,68.48
100877,2024-10-22,purchase,85.99
100877,2023-01-22,watch,60.72
100878,2024-12-15,login,1.33
100878,2022-07-16,share,63.46
100878,2022-06-13,purchase,6.79
100878,2022-08-06,login,69.17
