customer_id,signup_date,age,gender,country,plan_type,monthly_fee
101128,2022-01-29,36,Female,USA,Standard,19.99
101129,2022-05-29,23,Female,UK,Basic,9.99
101130,2022-01-11,37,Female,UK,Standard,19.99
101131,2023-11-07,44,Female,USA,Basic,9.99
101132,2025-02-10,60,Female,USA,Standard,19.99
101133,2022-07-06,54,Female,India,Standard,19.99
101134,2024-03-17,65,Male,Australia,Basic,9.99
101135,2024-01-14,24,Male,India,Basic,9.99
101136,2022-04-08,22,Other,USA,Basic,9.99
101137,2022-02-24,28,Female,Australia,Basic,9.99
101138,2023-09-15,32,Female,USA,Standard,19.99
101139,2023-10-26,20,Male,India,Standard,19.99
101140,2024-01-28,22,Female,India,Basic,9.99
101141,2023-02-10,40,Male,India,Standard,19.99
101142,2022-03-10,54,Male,Australia,Basic,9.99
101143,2024-01-21,26,Male,Canada,Standard,19.99
101144,2025-03-17,32,Female,Canada,Basic,9.99
101145,2024-08-15,20,Male,USA,Premium,39.99
101146,2022-12-31,46,Male,Australia,Standard,19.99
101147,2023-04-27,23,Male,UK,Standard,19.99
101148,2022-07-20,34,Female,Canada,Standard,19.99
101149,2022-06-03,43,Female,Australia,Premium,39.99
101150,2022-03-14,38,Female,Australia,Premium,39.99
101151,2023-12-14,25,Male,Canada,Standard,19.99
101152,2022-10-23,38,Female,Australia,Basic,9.99
101153,2024-11-06,28,Female,Australia,Premium,39.99
101154,2022-03-02,55,Female,Canada,Basic,9.99
101155,2024-07-27,25,Male,India,Premium,39.99
101156,2022-02-11,59,Female,USA,Standard,19.99
101157,2022-01-25,41,Other,UK,Premium,39.99
101158,2024-11-28,52,Male,USA,Premium,39.99
101159,2022-05-11,31,Male,India,Basic,9.99
101160,2022-04-18,31,Male,India,Standard,19.99
101161,2022-06-21,27,Female,Australia,Basic,9.99
101162,2022-04-12,29,Male,USA,Basic,9.99
101163,2024-05-15,55,Male,India,Standard,19.99
101164,2023-06-08,61,Male,USA,Basic,9.99
101165,2022-10-02,63,Female,India,Standard,19.99
101166,2024-12-03,51,Female,UK,Premium,39.99
101167,2024-03-27,58,Female,India,Standard,19.99
101168,2024-08-14,27,Female,USA,Basic,9.99
101169,2024-11-06,34,Male,Australia,Premium,39.99
101170,2022-11-26,34,Female,USA,Premium,39.99
101171,2022-01-12,20,Female,Canada,Standard,19.99
101172,2022-08-04,48,Male,USA,Standard,19.99
101173,2022-12-05,68,Female,UK,Premium,39.99
101174,2023-10-23,18,Female,UK,Basic,9.99
101175,2025-01-09,29,Female,UK,Premium,39.99
101176,2023-01-09,56,Male,India,Premium,39.99
101177,2024-09-02,21,Other,UK,Premium,39.99
101178,2023-12-11,59,Female,USA,Basic,9.99
101179,2023-04-11,30,Male,Australia,Premium,39.99
101180,2025-01-17,51,Male,UK,Standard,19.99
101181,2023-05-04,59,Male,USA,Standard,19.99
101182,2022-02-16,38,Other,India,Premium,39.99
101183,2024-02-17,39,Female,India,Basic,9.99
101184,2024-11-05,21,Male,Australia,Basic,9.99
101185,2023-12-12,35,Male,Australia,Premium,39.99
101186,2023-02-05,22,Male,USA,Premium,39.99
101187,2024-09-07,36,Female,Australia,Premium,39.99
101188,2025-01-14,19,Male,Australia,Basic,9.99
101189,2022-09-07,29,Other,India,Standard,19.99
101190,2023-01-26,34,Female,USA,Basic,9.99
101191,2022-12-01,27,Female,Australia,Standard,19.99
101192,2023-09-21,51,Male,USA,Basic,9.99
101193,2022-05-17,23,Male,UK,Standard,19.99
101194,2024-06-01,25,Female,India,Standard,19.99
101195,2023-11-19,68,Male,India,Premium,39.99
101196,2024-04-06,28,Male,India,Standard,19.99
101197,2023-12-28,29,Female,Canada,Standard,19.99
101198,2023-08-17,26,Male,USA,Basic,9.99
101199,2024-09-16,19,Male,UK,Standard,19.99
101200,2023-01-07,25,Male,Australia,Standard,19.99
101201,2024-07-23,28,Male,UK,Basic,9.99
101202,2024-09-21,53,Other,USA,Standard,19.99
101203,2023-02-06,27,Male,India,Premium,39.99
101204,2023-09-07,38,Male,Canada,Basic,9.99
101205,2025-03-28,37,Female,USA,Basic,9.99
101206,2025-03-21,65,Male,USA,Standard,19.99
101207,2024-09-21,25,Male,Australia,Premium,39.99
101208,2023-09-12,53,Male,UK,Basic,9.99
101209,2022-07-07,46,Male,UK,Premium,39.99
101210,2025-01-26,59,Male,Australia,Premium,39.99
101211,2022-05-11,29,Male,Canada,Basic,9.99
101212,2024-03-15,31,Female,India,Basic,9.99
101213,2025-04-09,65,Male,India,Standard,19.99
101214,2024-07-24,67,Female,Canada,Premium,39.99
101215,2024-09-12,38,Female,Australia,Standard,19.99
101216,2022-07-02,39,Female,USA,Standard,19.99
101217,2024-09-09,38,Male,UK,Basic,9.99
101218,2022-12-30,61,Male,USA,Standard,19.99
101219,2022-02-08,67,Female,UK,Standard,19.99
101220,2023-05-12,47,Female,USA,Basic,9.99
101221,2024-09-08,56,Female,Australia,Standard,19.99
101222,2024-07-09,37,Male,Australia,Basic,9.99
101223,2023-12-23,41,Female,Canada,Standard,19.99
101224,2025-03-30,40,Male,USA,Basic,9.99
101225,2022-01-16,24,Male,USA,Basic,9.99
101226,2023-05-08,26,Male,Canada,Premium,39.99
101227,2025-02-05,18,Male,Canada,Basic,9.99
101228,2024-06-12,43,Female,Australia,Standard,19.99
101229,2022-11-07,55,Female,Australia,Basic,9.99
101230,2024-01-09,55,Female,USA,Basic,9.99
101231,2025-04-08,61,Female,Australia,Basic,9.99
101232,2023-06-30,39,Female,Australia,Basic,9.99
101233,2023-02-18,61,Female,USA,Basic,9.99
101234,2022-09-08,27,Male,Canada,Premium,39.99
101235,2024-01-29,23,Female,USA,Basic,9.99
101236,2025-03-10,34,Male,India,Basic,9.99
101237,2024-11-28,68,Male,USA,Premium,39.99
101238,2024-03-24,67,Male,India,Basic,9.99
101239,2022-01-29,55,Male,USA,Standard,19.99
101240,2024-08-15,41,Female,India,Basic,9.99
101241,2023-04-22,68,Female,India,Basic,9.99
101242,2022-11-14,27,Male,USA,Standard,19.99
101243,2022-09-02,25,Other,Australia,Premium,39.99
101244,2024-01-18,38,Female,UK,Basic,9.99
101245,2023-11-28,23,Female,Australia,Standard,19.99
101246,2022-09-29,38,Female,India,Basic,9.99
101247,2023-01-12,56,Male,USA,Basic,9.99
101248,2022-09-23,41,Female,USA,Premium,39.99
101249,2024-07-14,50,Female,USA,Basic,9.99
101250,2024-07-09,35,Other,USA,Premium,39.99
101251,2022-12-06,45,Female,UK,Basic,9.99
101252,2023-01-24,69,Female,Canada,Premium,39.99
101253,2023-07-31,49,Female,India,Standard,19.99
101254,2022-01-03,29,Male,UK,Premium,39.99
101255,2025-03-11,65,Male,Australia,Basic,9.99
101256,2023-01-11,59,Male,Canada,Standard,19.99
101257,2022-11-20,44,Male,Canada,Standard,19.99
101258,2022-05-26,27,Male,USA,Standard,19.99
101259,2022-10-20,63,Female,UK,Premium,39.99
101260,2023-03-08,69,Female,Australia,Standard,19.99
101261,2023-12-06,59,Other,USA,Premium,39.99
101262,2024-08-06,49,Female,USA,Basic,9.99
101263,2023-08-08,59,Female,India,Standard,19.99
101264,2023-02-03,43,Female,Canada,Premium,39.99
101265,2024-03-27,42,Female,Australia,Basic,9.99
101266,2024-08-21,28,Female,Canada,Standard,19.99
101267,2025-03-09,40,Male,UK,Premium,39.99
101268,2022-07-06,51,Male,India,Standard,19.99
101269,2022-03-02,69,Male,USA,Basic,9.99
101270,2024-07-27,57,Female,India,Basic,9.99
101271,2023-12-11,40,Female,USA,Premium,39.99
101272,2024-03-17,46,Female,India,Premium,39.99
101273,2022-01-11,48,Male,USA,Premium,39.99
101274,2024-12-21,24,Female,Canada,Standard,19.99
101275,2022-08-14,57,Female,Canada,Standard,19.99
101276,2025-03-22,50,Male,Canada,Basic,9.99
101277,2023-07-18,38,Female,Canada,Basic,9.99
101278,2024-02-11,19,Female,India,Basic,9.99
101279,2024-06-03,35,Other,USA,Basic,9.99
101280,2025-02-04,64,Female,Canada,Premium,39.99
101281,2022-08-14,50,Male,India,Premium,39.99
101282,2024-04-04,54,Male,USA,Standard,19.99
101283,2022-08-06,51,Male,India,Premium,39.99
101284,2024-07-25,37,Female,Canada,Premium,39.99
101285,2024-01-23,52,Male,UK,Standard,19.99
101286,2023-05-21,68,Female,India,Standard,19.99
101287,2022-09-16,67,Female,Canada,Basic,9.99
101288,2022-02-23,35,Other,Australia,Standard,19.99
101289,2024-12-06,63,Male,USA,Basic,9.99
101290,2023-12-28,41,Female,Canada,Basic,9.99
101291,2023-11-20,25,Female,Australia,Premium,39.99
101292,2025-01-27,47,Other,India,Basic,9.99
101293,2024-11-09,61,Male,India,Basic,9.99
101294,2023-02-23,27,Male,Australia,Standard,19.99
101295,2023-11-21,40,Female,Australia,Standard,19.99
101296,2024-04-29,69,Male,USA,Basic,9.99
101297,2022-03-03,66,Male,India,Basic,9.99
101298,2025-03-14,28,Male,Australia,Premium,39.99
101299,2022-08-04,19,Female,UK,Basic,9.99
101300,2022-01-03,43,Female,UK,Premium,39.99
101301,2022-06-09,53,Male,Australia,Standard,19.99
101302,2024-02-20,50,Male,USA,Standard,19.99
101303,2025-02-17,64,Female,India,Basic,9.99
101304,2024-06-11,30,Female,UK,Standard,19.99
101305,2025-01-17,57,Male,Australia,Premium,39.99
101306,2022-11-25,42,Male,Australia,Basic,9.99
101307,2023-08-03,21,Female,Canada,Basic,9.99
101308,2024-08-09,59,Other,Australia,Basic,9.99
101309,2023-09-27,36,Other,USA,Standard,19.99
101310,2024-09-14,35,Female,UK,Standard,19.99
101311,2024-07-09,54,Male,Canada,Basic,9.99
101312,2024-01-08,47,Female,UK,Basic,9.99
101313,2022-06-19,36,Male,UK,Standard,19.99
101314,2023-06-05,40,Female,USA,Premium,39.99
101315,2022-02-09,33,Male,Australia,Standard,19.99
101316,2024-08-12,18,Female,USA,Basic,9.99
101317,2024-09-10,29,Female,Australia,Basic,9.99
101318,2025-02-21,41,Male,Canada,Standard,19.99
101319,2024-09-01,51,Female,USA,Basic,9.99
101320,2022-02-07,25,Male,USA,Standard,19.99
101321,2022-11-24,35,Male,India,Standard,19.99
101322,2025-04-14,65,Male,USA,Basic,9.99
101323,2024-07-02,22,Male,India,Standard,19.99
101324,2023-03-30,43,Male,Australia,Standard,19.99
101325,2022-02-06,47,Female,Australia,Standard,19.99
101326,2024-08-30,30,Male,Australia,Premium,39.99
101327,2024-03-06,36,Male,India,Standard,19.99
101328,2024-08-30,46,Male,Australia,Standard,19.99
101329,2023-08-16,20,Female,UK,Standard,19.99
101330,2025-02-11,43,Female,USA,Basic,9.99
101331,2024-11-29,57,Female,India,Basic,9.99
101332,2022-08-12,29,Female,Australia,Premium,39.99
101333,2022-11-14,19,Female,UK,Premium,39.99
101334,2022-12-15,28,Female,USA,Standard,19.99
101335,2022-04-25,61,Female,USA,Standard,19.99
101336,2023-11-29,45,Male,Australia,Basic,9.99
101337,2024-11-29,35,Female,UK,Standard,19.99
101338,2022-02-09,30,Female,India,Premium,39.99
101339,2022-08-04,54,Female,Australia,Premium,39.99
101340,2025-03-16,39,Female,USA,Basic,9.99
101341,2022-12-02,29,Female,USA,Basic,9.99
101342,2025-04-06,19,Female,USA,Standard,19.99
101343,2022-04-02,54,Male,Australia,Standard,19.99
101344,2022-12-19,24,Male,Canada,Basic,9.99
101345,2023-07-25,43,Male,Canada,Standard,19.99
101346,2024-03-26,43,Female,Canada,Basic,9.99
101347,2024-02-20,41,Female,UK,Standard,19.99
101348,2022-12-29,29,Female,Australia,Standard,19.99
101349,2023-07-11,33,Female,USA,Premium,39.99
101350,2025-04-08,40,Female,UK,Premium,39.99
101351,2022-12-22,57,Female,Canada,Standard,19.99
101352,2022-07-10,26,Female,India,Standard,19.99
101353,2023-02-26,49,Female,UK,Standard,19.99
101354,2023-12-01,32,Female,UK,Premium,39.99
101355,2022-01-07,54,Male,Australia,Basic,9.99
101356,2022-05-13,30,Female,UK,Premium,39.99
101357,2023-07-11,22,Male,Australia,Basic,9.99
101358,2024-04-05,28,Male,India,Basic,9.99
101359,2024-01-31,27,Female,USA,Standard,19.99
101360,2024-11-20,69,Female,USA,Standard,19.99
101361,2023-06-19,30,Other,Canada,Basic,9.99
101362,2023-03-02,58,Male,Canada,Standard,19.99
101363,2023-11-03,63,Female,India,Premium,39.99
101364,2022-12-29,67,Male,USA,Basic,9.99
101365,2022-03-23,32,Male,Canada,Standard,19.99
101366,2022-12-22,59,Male,UK,Basic,9.99
101367,2023-08-12,24,Male,Australia,Standard,19.99
101368,2022-10-22,57,Male,Canada,Standard,19.99
101369,2024-12-05,45,Male,India,Basic,9.99
101370,2025-02-10,49,Male,USA,Premium,39.99
101371,2022-01-17,52,Female,India,Standard,19.99
101372,2022-12-26,32,Male,Australia,Premium,39.99
101373,2024-05-15,65,Female,Australia,Standard,19.99
101374,2023-12-01,53,Female,India,Premium,39.99
101375,2023-03-24,38,Female,Canada,Basic,9.99
101376,2024-05-05,23,Female,Canada,Basic,9.99
101377,2022-12-31,18,Female,USA,Standard,19.99
101378,2023-11-06,21,Female,USA,Premium,39.99
101379,2024-10-04,28,Male,UK,Basic,9.99
101380,2023-04-12,61,Female,UK,Premium,39.99
101381,2023-02-18,43,Female,USA,Basic,9.99
101382,2023-08-09,54,Male,UK,Basic,9.99
101383,2024-09-20,40,Male,India,Basic,9.99
101384,2023-07-26,46,Male,Canada,Standard,19.99
101385,2022-12-01,38,Female,UK,Premium,39.99
101386,2022-02-06,65,Male,UK,Basic,9.99
101387,2024-09-15,62,Female,India,Standard,19.99
101388,2022-10-05,62,Male,Australia,Basic,9.99
101389,2024-07-04,66,Female,USA,Standard,19.99
101390,2023-04-29,44,Male,India,Basic,9.99
101391,2024-01-01,56,Male,Australia,Standard,19.99
101392,2022-07-11,57,Female,India,Standard,19.99
101393,2024-11-06,30,Male,Canada,Standard,19.99
101394,2023-06-08,40,Male,India,Basic,9.99
101395,2024-07-06,33,Male,India,Basic,9.99
101396,2023-02-05,47,Female,Canada,Standard,19.99
101397,2024-06-04,21,Female,USA,Premium,39.99
101398,2023-12-06,57,Female,Australia,Premium,39.99
101399,2022-01-22,33,Female,UK,Premium,39.99
101400,2023-04-19,48,Male,USA,Premium,39.99
101401,2025-02-17,59,Female,India,Standard,19.99
101402,2022-07-29,42,Female,UK,Basic,9.99
101403,2022-11-02,61,Male,Canada,Basic,9.99
101404,2023-12-05,29,Male,USA,Standard,19.99
101405,2023-11-18,43,Male,Australia,Standard,19.99
101406,2022-10-12,54,Female,USA,Premium,39.99
101407,2023-12-17,65,Male,USA,Basic,9.99
101408,2024-02-02,50,Female,UK,Standard,19.99
101409,2024-08-05,45,Male,Canada,Standard,19.99
101410,2023-01-16,26,Male,Canada,Standard,19.99
101411,2023-04-05,29,Male,USA,Basic,9.99
101412,2024-10-27,22,Male,Canada,Standard,19.99
101413,2022-01-29,69,Male,UK,Basic,9.99
101414,2024-06-25,45,Male,UK,Premium,39.99
101415,2024-11-22,52,Male,Australia,Premium,39.99
101416,2024-05-28,22,Male,Canada,Basic,9.99
101417,2022-03-20,51,Male,Australia,Basic,9.99
101418,2024-08-04,63,Other,India,Standard,19.99
101419,2023-04-04,51,Female,UK,Standard,19.99
101420,2023-07-24,30,Female,USA,Basic,9.99
101421,2024-01-08,56,Male,UK,Premium,39.99
101422,2023-05-31,59,Male,India,Standard,19.99
101423,2025-01-27,62,Male,USA,Basic,9.99
101424,2023-02-01,65,Female,Canada,Standard,19.99
101425,2022-02-08,31,Female,Canada,Basic,9.99
101426,2024-06-05,28,Male,UK,Basic,9.99
101427,2024-03-07,59,Female,USA,Standard,19.99
101428,2022-06-06,55,Female,USA,Basic,9.99
101429,2025-01-03,21,Male,Australia,Standard,19.99
101430,2024-06-02,50,Male,India,Premium,39.99
101431,2025-02-27,24,Female,Canada,Premium,39.99
101432,2024-08-31,58,Female,UK,Basic,9.99
101433,2025-01-12,25,Male,USA,Basic,9.99
101434,2024-11-11,54,Male,Canada,Standard,19.99
101435,2024-04-28,68,Female,UK,Standard,19.99
101436,2024-01-18,27,Male,Canada,Premium,39.99
101437,2024-09-15,60,Female,UK,Standard,19.99
101438,2022-01-21,32,Female,Canada,Basic,9.99
101439,2022-10-30,55,Male,Australia,Standard,19.99
101440,2024-05-18,32,Male,India,Premium,39.99
101441,2022-03-25,22,Female,Canada,Premium,39.99
101442,2023-07-24,46,Male,India,Basic,9.99
101443,2024-07-22,36,Male,Canada,Standard,19.99
101444,2025-03-31,68,Female,USA,Basic,9.99
101445,2025-04-01,27,Male,Australia,Standard,19.99
101446,2024-10-05,29,Male,Australia,Basic,9.99
101447,2024-03-03,21,Male,India,Premium,39.99
101448,2024-03-02,48,Female,USA,Standard,19.99
101449,2023-05-07,35,Male,UK,Premium,39.99
101450,2022-07-27,33,Other,Australia,Premium,39.99
101451,2024-12-19,57,Female,USA,Basic,9.99
101452,2023-03-06,53,Male,USA,Standard,19.99
101453,2024-09-11,42,Male,India,Premium,39.99
101454,2023-06-04,40,Male,USA,Standard,19.99
101455,2023-08-14,29,Female,USA,Standard,19.99
101456,2024-11-16,51,Female,UK,Standard,19.99
101457,2022-07-18,53,Female,India,Standard,19.99
101458,2023-01-22,54,Male,India,Basic,9.99
101459,2022-12-15,20,Female,USA,Standard,19.99
101460,2024-08-17,26,Male,UK,Basic,9.99
101461,2023-11-24,35,Female,Canada,Basic,9.99
101462,2023-01-13,60,Female,Australia,Basic,9.99
101463,2024-06-17,52,Male,India,Basic,9.99
101464,2024-07-04,51,Male,UK,Standard,19.99
101465,2023-06-11,58,Female,UK,Basic,9.99
101466,2025-03-22,31,Female,USA,Basic,9.99
101467,2024-01-04,21,Male,Australia,Standard,19.99
101468,2022-07-25,46,Male,India,Standard,19.99
101469,2023-03-31,58,Female,Canada,Standard,19.99
101470,2023-06-05,62,Male,USA,Premium,39.99
101471,2024-10-13,67,Male,India,Basic,9.99
101472,2024-08-13,32,Male,India,Basic,9.99
101473,2023-12-27,45,Male,UK,Basic,9.99
101474,2024-10-10,59,Female,Australia,Premium,39.99
101475,2023-05-16,33,Other,Canada,Standard,19.99
101476,2022-04-27,29,Female,Australia,Basic,9.99
101477,2023-01-21,69,Male,UK,Basic,9.99
101478,2023-08-07,22,Female,Canada,Standard,19.99
101479,2023-01-30,51,Female,Canada,Basic,9.99
101480,2024-12-23,59,Male,USA,Standard,19.99
101481,2023-12-22,18,Female,Canada,Premium,39.99
101482,2022-03-13,56,Male,India,Standard,19.99
101483,2022-10-01,49,Other,Australia,Premium,39.99
101484,2022-12-04,43,Male,Australia,Basic,9.99
101485,2023-08-30,34,Female,USA,Standard,19.99
101486,2022-06-15,65,Male,Canada,Premium,39.99
101487,2022-01-11,44,Male,UK,Standard,19.99
101488,2023-12-30,41,Male,India,Standard,19.99
101489,2024-03-11,52,Female,USA,Standard,19.99
101490,2022-04-12,63,Female,Canada,Premium,39.99
101491,2024-02-18,59,Female,UK,Basic,9.99
101492,2022-08-02,56,Female,Canada,Basic,9.99
101493,2025-01-16,43,Female,USA,Basic,9.99
101494,2023-02-05,66,Male,UK,Premium,39.99
101495,2023-08-11,55,Male,UK,Premium,39.99
101496,2024-06-07,40,Female,UK,Basic,9.99
101497,2024-12-05,39,Female,UK,Basic,9.99
101498,2023-08-15,21,Female,Canada,Premium,39.99
101499,2025-01-14,66,Male,UK,Basic,9.99
101500,2022-04-02,26,Male,Canada,Basic,9.99
101501,2023-11-04,21,Female,UK,Basic,9.99
101502,2023-12-15,24,Female,UK,Basic,9.99
101503,2024-07-24,40,Male,USA,Standard,19.99
101504,2022-08-30,19,Female,Canada,Standard,19.99
101505,2022-01-02,66,Female,Canada,Standard,19.99
101506,2022-08-13,41,Male,Australia,Premium,39.99
101507,2024-03-11,57,Female,USA,Basic,9.99
101508,2023-08-12,48,Female,Canada,Basic,9.99
101509,2022-04-26,64,Female,USA,Premium,39.99
101510,2024-07-06,48,Female,USA,Standard,19.99
101511,2025-01-31,64,Female,USA,Basic,9.99
101512,2022-07-13,57,Male,India,Basic,9.99
101513,2025-04-04,65,Male,Canada,Basic,9.99
101514,2024-05-20,68,Male,USA,Standard,19.99
101515,2022-03-31,60,Male,India,Basic,9.99
101516,2022-05-02,51,Male,India,Standard,19.99
101517,2022-05-23,41,Male,UK,Basic,9.99
101518,2024-09-20,66,Male,UK,Premium,39.99
101519,2022-04-16,43,Male,Canada,Basic,9.99
101520,2024-06-05,33,Female,UK,Standard,19.99
101521,2023-03-04,64,Male,Canada,Basic,9.99
101522,2022-11-13,30,Female,India,Basic,9.99
101523,2023-09-27,32,Female,India,Standard,19.99
101524,2022-01-09,44,Male,Canada,Standard,19.99
101525,2024-02-13,21,Female,UK,Standard,19.99
101526,2025-01-01,33,Female,UK,Standard,19.99
101527,2022-08-11,47,Male,Canada,Basic,9.99
101528,2023-07-07,61,Male,Australia,Standard,19.99
101529,2023-12-17,47,Male,UK,Basic,9.99
101530,2025-01-12,53,Male,USA,Basic,9.99
101531,2022-04-21,20,Male,UK,Standard,19.99
101532,2022-09-08,39,Female,Australia,Premium,39.99
101533,2023-01-18,66,Female,India,Standard,19.99
101534,2022-01-07,39,Female,India,Premium,39.99
101535,2023-04-04,67,Male,India,Premium,39.99
101536,2025-01-12,67,Male,UK,Basic,9.99
101537,2022-07-27,66,Male,India,Premium,39.99
101538,2024-06-18,29,Male,Australia,Standard,19.99
101539,2022-01-22,38,Male,Australia,Premium,39.99
101540,2023-02-14,21,Female,UK,Standard,19.99
101541,2024-06-13,48,Male,USA,Standard,19.99
101542,2023-05-30,61,Female,UK,Standard,19.99
101543,2025-02-24,48,Male,India,Basic,9.99
101544,2024-03-19,40,Other,UK,Premium,39.99
101545,2024-05-23,37,Female,Australia,Basic,9.99
101546,2022-01-14,32,Female,UK,Basic,9.99
101547,2024-08-28,40,Male,UK,Basic,9.99
101548,2024-09-04,45,Female,USA,Basic,9.99
101549,2024-10-10,33,Female,Australia,Basic,9.99
101550,2024-11-01,54,Female,Canada,Basic,9.99
101551,2022-03-28,38,Female,Canada,Standard,19.99
101552,2024-06-27,32,Female,Australia,Standard,19.99
101553,2022-05-02,34,Male,Canada,Basic,9.99
101554,2025-03-16,67,Female,India,Basic,9.99
101555,2024-01-20,54,Female,Canada,Premium,39.99
101556,2023-11-16,30,Male,India,Basic,9.99
101557,2022-11-05,36,Male,Australia,Basic,9.99
101558,2023-11-26,47,Male,Canada,Basic,9.99
101559,2022-10-15,62,Female,Canada,Basic,9.99
101560,2022-11-03,35,Male,India,Standard,19.99
101561,2024-07-02,31,Male,India,Basic,9.99
101562,2023-10-24,53,Male,UK,Standard,19.99
101563,2023-07-03,53,Female,USA,Basic,9.99
101564,2022-11-08,37,Male,Canada,Standard,19.99
101565,2024-05-22,69,Female,USA,Standard,19.99
101566,2024-12-18,36,Male,USA,Basic,9.99
101567,2024-07-12,62,Female,Canada,Basic,9.99
101568,2024-01-25,61,Other,India,Basic,9.99
101569,2022-02-04,24,Male,UK,Standard,19.99
101570,2023-03-21,61,Male,Australia,Basic,9.99
101571,2022-04-03,21,Female,Canada,Standard,19.99
101572,2022-12-19,51,Male,Canada,Basic,9.99
101573,2024-06-21,19,Male,Australia,Basic,9.99
101574,2024-05-11,22,Female,USA,Basic,9.99
101575,2022-06-08,27,Other,UK,Basic,9.99
101576,2024-08-14,49,Female,USA,Basic,9.99
101577,2022-01-24,59,Male,Australia,Basic,9.99
101578,2023-02-08,58,Male,Australia,Standard,19.99
101579,2024-03-15,30,Male,UK,Basic,9.99
101580,2023-05-31,56,Female,Australia,Standard,19.99
101581,2024-01-02,22,Female,Australia,Standard,19.99
101582,2023-06-16,27,Female,UK,Standard,19.99
101583,2024-08-13,27,Male,Canada,Premium,39.99
101584,2022-06-01,55,Female,USA,Basic,9.99
101585,2024-08-04,44,Male,Canada,Basic,9.99
101586,2023-08-31,68,Male,Canada,Standard,19.99
101587,2023-02-24,38,Female,USA,Standard,19.99
101588,2025-02-14,25,Male,Canada,Standard,19.99
101589,2024-05-15,18,Female,UK,Basic,9.99
101590,2023-08-01,45,Female,USA,Standard,19.99
101591,2022-12-01,66,Female,India,Premium,39.99
101592,2024-07-20,56,Female,Canada,Basic,9.99
101593,2022-10-22,31,Female,Australia,Premium,39.99
101594,2024-01-25,38,Female,USA,Basic,9.99
101595,2022-07-05,47,Male,India,Basic,9.99
101596,2023-09-29,38,Male,Australia,Basic,9.99
101597,2023-06-14,66,Female,India,Standard,19.99
101598,2022-01-21,26,Female,Canada,Standard,19.99
101599,2024-06-29,34,Female,Australia,Standard,19.99
101600,2024-05-16,22,Male,Canada,Standard,19.99
101601,2024-03-04,48,Male,Australia,Basic,9.99
101602,2022-04-10,69,Male,USA,Basic,9.99
101603,2024-01-22,57,Female,UK,Basic,9.99
101604,2023-04-23,55,Female,UK,Premium,39.99
101605,2024-07-28,60,Female,India,Basic,9.99
101606,2023-06-10,36,Male,Australia,Premium,39.99
101607,2022-11-30,53,Male,Canada,Basic,9.99
101608,2022-01-02,67,Female,USA,Basic,9.99
101609,2023-01-10,50,Female,USA,Basic,9.99
101610,2022-10-20,30,Male,USA,Basic,9.99
101611,2024-04-16,31,Female,UK,Premium,39.99
101612,2024-10-01,50,Male,Canada,Standard,19.99
101613,2023-07-07,46,Female,USA,Premium,39.99
101614,2022-11-14,60,Female,USA,Premium,39.99
101615,2023-01-16,66,Female,India,Standard,19.99
101616,2022-01-14,53,Female,Australia,Standard,19.99
101617,2023-05-19,61,Male,Australia,Standard,19.99
101618,2022-08-19,27,Female,Australia,Standard,19.99
101619,2025-01-12,48,Female,India,Basic,9.99
101620,2022-05-10,23,Female,UK,Standard,19.99
101621,2024-04-17,18,Female,India,Standard,19.99
101622,2025-03-14,24,Male,USA,Basic,9.99
101623,2024-06-09,44,Female,Canada,Standard,19.99
101624,2022-01-28,38,Female,USA,Premium,39.99
101625,2022-03-07,45,Male,USA,Standard,19.99
101626,2025-04-01,33,Female,Canada,Standard,19.99
101627,2022-09-18,63,Male,Australia,Basic,9.99
101628,2023-04-05,40,Male,India,Standard,19.99
101629,2022-10-28,69,Male,UK,Basic,9.99
101630,2024-07-07,37,Female,USA,Premium,39.99
101631,2022-10-14,55,Female,USA,Premium,39.99
101632,2024-10-30,42,Female,UK,Premium,39.99
101633,2023-09-22,45,Female,India,Basic,9.99
101634,2022-09-27,22,Male,USA,Basic,9.99
101635,2023-08-15,38,Male,UK,Premium,39.99
101636,2024-04-23,35,Male,USA,Premium,39.99
101637,2024-05-11,64,Female,Australia,Premium,39.99
101638,2022-05-13,23,Female,Australia,Standard,19.99
101639,2024-08-29,46,Male,USA,Standard,19.99
101640,2023-05-28,36,Female,USA,Basic,9.99
101641,2022-11-09,50,Female,Australia,Premium,39.99
101642,2023-07-30,18,Male,USA,Standard,19.99
101643,2024-06-04,62,Female,India,Basic,9.99
101644,2025-02-18,20,Female,India,Basic,9.99
101645,2025-02-04,59,Female,Canada,Standard,19.99
101646,2023-11-18,38,Male,India,Standard,19.99
101647,2022-06-14,52,Female,USA,Basic,9.99
101648,2022-11-01,58,Female,USA,Basic,9.99
101649,2022-06-05,57,Male,UK,Basic,9.99
101650,2023-09-12,20,Female,India,Basic,9.99
101651,2024-08-14,42,Male,Australia,Premium,39.99
101652,2022-11-30,62,Female,Australia,Standard,19.99
101653,2024-08-26,55,Female,Canada,Standard,19.99
101654,2023-05-26,62,Female,UK,Standard,19.99
101655,2024-11-09,37,Male,Australia,Basic,9.99
101656,2022-10-09,69,Male,Canada,Standard,19.99
101657,2024-03-07,61,Male,India,Premium,39.99
101658,2024-10-21,62,Male,UK,Standard,19.99
101659,2022-04-29,51,Male,UK,Standard,19.99
101660,2024-11-24,38,Female,USA,Standard,19.99
