ticket_id,customer_id,ticket_date,ticket_category,resolution_time_hrs,satisfaction_score
1147,101200,2024-02-04,Technical,2.9,2.2
1148,101201,2022-09-11,Feature,56.0,2.9
1149,101202,2023-08-19,Billing,20.4,2.3
1150,101202,2022-09-05,Billing,50.0,4.7
1151,101204,2023-07-28,Account,57.4,3.4
1152,101205,2024-06-10,Billing,70.2,2.7
1153,101206,2022-08-30,Billing,48.2,2.5
1154,101207,2024-05-19,Technical,49.0,3.3
1155,101208,2022-05-23,Billing,28.6,3.1
1156,101208,2022-11-14,Feature,71.5,3.4
1157,101209,2025-05-25,Billing,70.2,3.6
1158,101209,2023-01-30,Technical,65.7,2.4
1159,101210,2022-09-11,Billing,39.4,2.9
1160,101211,2024-09-21,Account,65.8,2.6
1161,101215,2022-07-30,Feature,37.4,4.5
1162,101215,2023-01-12,Feature,4.5,3.7
1163,101216,2023-10-19,Technical,19.0,2.5
1164,101216,2022-09-23,Technical,63.2,3.5
1165,101216,2025-04-11,Account,45.8,3.1
1166,101218,2023-07-29,Billing,26.2,3.3
1167,101218,2023-07-21,Technical,25.9,4.5
1168,101218,2025-02-17,Technical,45.7,4.5
1169,101222,2023-09-01,Feature,39.8,4.8
1170,101223,2024-12-02,Feature,66.4,4.9
1171,101228,2023-07-28,Billing,13.2,4.9
1172,101229,2024-01-26,Technical,64.3,4.1
1173,101229,2024-01-08,Feature,39.5,4.7
1174,101229,2023-04-15,Feature,68.7,3.9
1175,101231,2024-12-06,Account,32.6,4.2
1176,101232,2024-01-15,Account,64.6,3.8
1177,101233,2023-02-17,Billing,57.3,3.7
1178,101239,2022-10-01,Account,54.2,2.6
1179,101240,2025-09-16,Feature,1.4,3.1
1180,101240,2022-08-15,Technical,55.1,2.7
1181,101240,2024-08-24,Account,27.7,4.1
1182,101240,2023-05-30,Billing,31.4,2.5
1183,101241,2025-02-06,Account,42.0,3.7
1184,101244,2023-10-07,Feature,16.2,2.8
1185,101246,2024-05-25,Feature,24.8,4.1
1186,101246,2023-07-23,Account,6.9,4.7
1187,101247,2024-04-14,Account,69.1,4.8
1188,101247,2023-03-31,Account,38.5,4.2
1189,101248,2025-07-07,Account,50.6,3.4
1190,101249,2023-01-19,Feature,13.2,2.5
1191,101251,2024-06-23,Billing,18.4,3.8
1192,101251,2024-03-03,Technical,37.1,4.5
1193,101251,2025-09-14,Billing,63.2,3.0
1194,101252,2025-10-03,Billing,60.7,3.3
1195,101254,2024-11-21,Account,64.9,4.6
1196,101254,2024-02-05,Technical,1.3,2.4
1197,101257,2022-11-13,Account,48.2,3.8
1198,101258,2023-03-09,Feature,59.6,2.5
1199,101260,2022-01-12,Technical,1.6,5.0
1200,101260,2023-07-01,Billing,5.1,2.4
1201,101261,2025-06-02,Feature,13.5,4.6
1202,101263,2025-08-05,Account,10.3,2.9
1203,101264,2024-06-15,Account,57.4,2.9
1204,101266,2023-08-02,Billing,35.0,3.5
1205,101266,2025-02-03,Account,68.9,3.4
1206,101268,2024-03-27,Billing,4.8,2.6
1207,101268,2023-03-02,Feature,46.7,3.5
1208,101268,2025-05-14,Technical,49.8,4.5
1209,101270,2023-08-05,Billing,62.4,3.7
1210,101271,2022-01-27,Technical,66.1,3.9
1211,101273,2025-10-30,Technical,29.3,3.7
1212,101274,2024-04-02,Account,62.3,4.6
1213,101275,2025-07-02,Billing,29.1,3.4
1214,101276,2024-08-23,Feature,68.7,3.5
1215,101278,2022-11-21,Technical,1.7,2.6
1216,101278,2024-10-12,Feature,40.7,4.0
1217,101278,2024-03-22,Account,50.5,4.2
1218,101279,2024-11-21,Account,64.0,4.7
1219,101281,2022-02-21,Technical,39.5,4.3
1220,101281,2022-04-11,Technical,71.3,3.4
1221,101283,2025-01-14,Account,12.7,2.2
1222,101285,2025-01-29,Billing,63.2,3.2
1223,101285,2023-08-12,Feature,56.0,3.9
1224,101285,2023-05-02,Technical,12.2,4.1
1225,101285,2025-09-05,Technical,68.7,4.2
1226,101285,2023-05-22,Technical,68.3,2.3
1227,101289,2025-09-27,Feature,42.1,3.0
1228,101290,2025-01-05,Account,27.3,4.2
1229,101290,2025-02-11,Technical,26.0,3.4
1230,101291,2025-03-24,Technical,42.7,4.2
1231,101292,2022-03-27,Account,11.5,2.5
1232,101298,2024-03-12,Billing,37.7,3.8
1233,101301,2023-08-16,Technical,12.9,2.5
1234,101302,2024-09-10,Feature,4.3,2.6
1235,101304,2022-06-21,Feature,51.7,3.9
1236,101304,2024-06-25,Feature,48.4,2.1
1237,101305,2024-05-09,Billing,28.3,2.7
1238,101306,2024-03-09,Technical,48.9,4.1
1239,101307,2022-05-17,Feature,8.1,4.7
1240,101309,2022-05-09,Account,26.7,4.2
1241,101309,2023-09-13,Account,70.1,4.3
1242,101311,2024-09-08,Technical,65.1,4.2
1243,101312,2023-12-23,Technical,49.8,3.4
1244,101314,2022-11-18,Feature,12.1,3.4
1245,101315,2022-11-10,Billing,17.6,4.5
1246,101315,2022-09-23,Billing,1.4,4.6
1247,101316,2025-10-30,Billing,14.8,3.2
1248,101316,2025-01-15,Billing,28.8,2.2
1249,101317,2022-01-30,Billing,5.2,2.7
1250,101318,2025-02-09,Technical,50.4,4.1
1251,101318,2024-09-10,Technical,24.7,2.6
1252,101318,2023-03-06,Technical,45.5,3.2
1253,101320,2024-02-28,Billing,46.8,2.8
1254,101320,2023-02-02,Feature,59.2,2.4
1255,101322,2023-03-18,Billing,29.3,3.4
1256,101322,2024-03-21,Billing,1.4,3.9
1257,101323,2024-09-30,Technical,72.0,4.0
1258,101325,2023-07-10,Billing,3.8,2.4
1259,101325,2023-12-03,Feature,5.6,4.1
1260,101325,2023-01-16,Technical,1.7,2.9
1261,101327,2025-04-24,Account,62.3,3.0
1262,101327,2025-05-14,Technical,70.7,2.7
1263,101328,2025-08-14,Technical,14.3,5.0
1264,101328,2023-04-22,Feature,50.1,2.7
1265,101328,2025-10-11,Account,41.7,2.6
1266,101329,2024-01-20,Account,13.2,4.6
1267,101330,2022-05-31,Technical,3.4,2.1
1268,101332,2025-05-30,Technical,15.2,3.1
1269,101334,2024-05-23,Feature,35.9,2.7
1270,101334,2023-08-05,Feature,48.5,2.8
1271,101334,2023-09-08,Technical,12.4,4.6
1272,101335,2024-02-29,Billing,58.2,2.6
1273,101336,2024-10-11,Technical,23.7,4.5
1274,101336,2023-05-21,Feature,57.1,2.7
1275,101337,2022-03-20,Billing,62.0,5.0
1276,101338,2025-02-27,Feature,31.1,3.6
1277,101338,2025-01-19,Feature,21.2,2.2
1278,101340,2022-04-30,Billing,10.2,4.1
1279,101341,2025-10-26,Feature,49.1,2.6
1280,101342,2023-03-16,Account,15.3,4.5
1281,101343,2025-07-08,Account,64.8,2.4
1282,101344,2025-03-24,Billing,54.3,3.5
1283,101345,2023-03-29,Account,57.4,3.2
1284,101346,2024-11-27,Feature,35.3,4.2
1285,101348,2022-09-09,Account,30.1,4.0
1286,101348,2023-07-13,Feature,20.1,2.2
1287,101349,2023-04-22,Account,1.9,3.8
1288,101351,2022-03-15,Feature,52.2,3.3
1289,101352,2024-11-24,Technical,6.3,3.3
1290,101353,2023-10-10,Technical,11.0,4.6
1291,101354,2023-02-27,Feature,8.7,2.6
1292,101355,2024-09-22,Technical,52.8,2.4
1293,101356,2024-03-23,Account,50.2,4.1
1294,101356,2023-10-16,Account,14.7,4.9
1295,101357,2025-03-05,Account,45.2,4.7
1296,101357,2022-09-09,Account,7.7,4.5
1297,101360,2025-01-27,Billing,60.6,2.7
1298,101362,2022-01-04,Technical,12.8,3.5
1299,101363,2022-10-30,Billing,7.2,2.0
1300,101363,2024-05-20,Billing,6.3,4.3
1301,101363,2023-04-22,Billing,9.8,4.0
1302,101364,2025-05-15,Billing,65.2,2.1
1303,101365,2022-07-15,Account,71.4,4.9
1304,101365,2023-12-19,Account,41.5,3.9
1305,101370,2024-08-19,Account,54.3,2.9
1306,101370,2022-01-12,Technical,52.8,4.1
1307,101371,2024-12-06,Feature,51.0,3.9
1308,101371,2025-01-20,Feature,40.4,4.7
1309,101373,2023-07-08,Billing,29.1,4.0
1310,101377,2024-02-01,Billing,64.1,4.2
1311,101379,2024-04-12,Account,17.3,3.6
1312,101380,2023-04-21,Billing,34.0,3.9
1313,101380,2023-08-10,Feature,69.6,3.7
1314,101381,2024-06-15,Technical,24.4,2.3
1315,101382,2024-11-16,Billing,38.6,4.4
1316,101382,2024-11-16,Feature,48.0,2.5
1317,101383,2022-10-07,Technical,63.2,3.0
1318,101383,2022-12-14,Billing,56.4,4.5
1319,101383,2023-06-20,Billing,25.3,2.5
1320,101383,2023-08-18,Technical,2.3,4.2
1321,101384,2024-12-04,Technical,59.0,4.8
1322,101385,2022-06-21,Billing,23.0,3.6
1323,101386,2024-09-17,Billing,71.0,2.0
1324,101387,2025-07-17,Technical,10.1,3.3
1325,101387,2023-01-23,Technical,17.2,4.8
1326,101388,2024-04-21,Account,7.2,4.3
1327,101389,2025-02-02,Technical,52.0,4.4
1328,101390,2024-03-08,Billing,35.1,2.5
1329,101390,2022-03-30,Technical,65.2,2.7
1330,101391,2022-03-26,Technical,66.3,4.5
1331,101391,2024-02-08,Feature,38.0,2.4
1332,101393,2022-12-17,Billing,25.1,2.8
1333,101393,2025-03-08,Billing,57.6,3.5
1334,101395,2022-12-31,Account,6.8,3.3
1335,101395,2025-06-07,Feature,42.3,4.2
1336,101398,2022-08-08,Billing,37.4,2.7
1337,101399,2022-03-02,Account,61.5,2.5
1338,101404,2023-03-07,Account,60.4,4.2
1339,101406,2024-11-17,Technical,28.1,4.5
1340,101409,2024-02-10,Billing,33.1,3.7
1341,101410,2024-11-18,Billing,57.7,4.4
1342,101412,2024-06-13,Account,9.2,3.1
1343,101413,2024-01-04,Feature,16.9,4.0
1344,101415,2024-10-29,Account,1.8,4.2
1345,101416,2024-12-12,Billing,61.1,4.7
1346,101417,2023-10-31,Billing,60.4,4.4
1347,101418,2025-09-03,Billing,28.9,2.4
1348,101419,2022-04-05,Billing,59.7,4.6
1349,101419,2022-03-25,Account,59.1,2.2
1350,101419,2022-07-28,Billing,14.0,3.2
1351,101420,2022-02-14,Account,57.8,4.5
1352,101422,2024-08-30,Account,53.8,4.4
1353,101422,2025-08-04,Account,33.4,4.5
1354,101423,2025-06-18,Account,8.5,3.7
1355,101423,2024-11-20,Technical,66.1,3.3
1356,101427,2023-09-26,Billing,8.9,2.7
1357,101427,2024-05-06,Billing,34.0,2.4
1358,101427,2022-08-15,Account,35.7,3.7
1359,101427,2022-08-21,Technical,29.7,2.5
1360,101431,2023-06-29,Technical,28.6,3.1
1361,101431,2022-10-10,Billing,23.3,2.2
1362,101435,2023-10-03,Feature,71.0,4.9
1363,101437,2023-09-17,Billing,62.7,2.3
1364,101437,2024-12-04,Technical,27.4,4.8
1365,101439,2022-04-18,Account,22.7,4.5
1366,101441,2025-08-06,Feature,63.4,3.6
1367,101446,2025-08-26,Account,37.1,4.9
1368,101448,2024-02-02,Billing,55.1,4.1
1369,101448,2022-06-04,Billing,6.6,3.1
1370,101448,2024-06-01,Billing,8.5,4.5
1371,101449,2023-09-10,Technical,7.0,4.4
1372,101450,2022-03-25,Feature,43.9,3.1
1373,101451,2022-05-21,Technical,55.3,4.1
1374,101452,2025-01-13,Billing,16.5,2.1
1375,101452,2024-07-21,Technical,30.7,3.9
1376,101454,2025-03-12,Technical,61.1,3.8
1377,101456,2023-08-05,Account,52.5,2.5
1378,101456,2024-11-05,Billing,61.4,4.9
1379,101456,2023-05-15,Feature,26.1,3.0
1380,101457,2022-08-03,Technical,29.4,4.9
1381,101458,2023-05-19,Feature,24.2,4.7
1382,101459,2024-03-24,Billing,58.3,4.8
1383,101460,2022-03-02,Feature,33.2,4.8
1384,101461,2023-11-21,Technical,9.5,3.5
1385,101463,2024-08-17,Billing,36.9,2.9
1386,101465,2024-12-03,Technical,66.1,4.1
1387,101467,2025-06-27,Feature,58.2,3.6
1388,101467,2022-11-10,Feature,61.1,4.3
1389,101468,2022-02-01,Technical,41.5,4.9
1390,101468,2022-01-27,Technical,26.1,2.5
1391,101469,2023-08-01,Account,24.9,4.2
1392,101470,2025-05-05,Technical,19.4,2.5
1393,101470,2025-08-31,Billing,53.4,3.2
1394,101471,2022-05-29,Account,16.2,3.6
1395,101472,2022-10-19,Billing,24.3,3.7
1396,101472,2024-08-20,Technical,20.9,4.3
1397,101475,2023-07-25,Feature,6.8,3.0
1398,101476,2022-10-21,Billing,55.0,2.2
1399,101477,2024-03-01,Technical,42.3,4.8
1400,101478,2024-05-06,Technical,15.3,2.5
1401,101479,2025-02-19,Feature,3.8,3.2
1402,101480,2022-03-28,Account,62.6,4.9
1403,101483,2025-10-31,Billing,11.3,2.1
1404,101483,2025-03-20,Account,31.8,2.0
1405,101483,2024-06-28,Account,54.5,4.3
1406,101483,2024-11-10,Technical,27.1,4.4
1407,101485,2022-05-24,Feature,4.6,3.2
1408,101486,2022-08-18,Account,1.5,4.1
1409,101486,2024-01-26,Technical,26.7,2.5
1410,101486,2023-06-24,Technical,48.9,4.7
1411,101486,2022-10-07,Technical,34.1,2.3
1412,101487,2023-03-04,Technical,42.9,3.9
1413,101487,2025-05-18,Technical,64.7,4.2
1414,101488,2022-07-02,Billing,39.5,2.8
1415,101489,2024-05-17,Technical,33.6,2.0
1416,101490,2022-08-16,Billing,56.9,4.0
1417,101490,2025-10-26,Billing,16.4,3.3
1418,101491,2022-05-24,Feature,8.1,4.9
1419,101493,2024-07-02,Technical,24.6,4.8
1420,101493,2025-07-23,Technical,54.3,2.0
1421,101494,2023-03-29,Technical,6.7,4.7
1422,101494,2023-09-05,Technical,51.3,4.8
1423,101495,2022-10-17,Technical,29.8,2.8
1424,101496,2022-08-01,Billing,37.3,4.7
1425,101496,2024-09-29,Account,33.0,2.9
1426,101497,2024-09-23,Technical,20.7,2.1
1427,101498,2022-10-08,Feature,64.2,2.7
1428,101499,2024-06-10,Technical,65.0,4.8
1429,101499,2025-03-21,Feature,8.7,2.6
1430,101501,2023-10-27,Technical,43.4,4.5
1431,101501,2022-01-19,Billing,17.1,2.5
1432,101502,2023-04-22,Feature,9.6,2.7
1433,101503,2023-01-11,Account,13.7,2.5
1434,101504,2022-10-13,Technical,23.8,3.2
1435,101504,2024-09-24,Account,32.8,3.9
1436,101504,2025-03-28,Billing,40.9,4.8
1437,101504,2025-01-08,Billing,71.8,3.0
1438,101505,2023-11-06,Account,18.6,2.1
1439,101506,2022-07-30,Billing,43.0,2.8
1440,101507,2024-12-13,Billing,32.3,5.0
1441,101512,2022-11-23,Billing,47.3,2.7
1442,101512,2022-01-29,Billing,6.0,4.8
1443,101512,2023-05-29,Technical,31.9,2.0
1444,101513,2023-05-15,Billing,19.4,4.7
1445,101514,2025-09-09,Account,36.1,3.0
1446,101515,2024-02-07,Account,70.3,2.1
1447,101516,2025-02-18,Billing,11.1,4.2
1448,101516,2024-12-28,Billing,61.7,4.2
1449,101516,2022-02-09,Technical,27.0,2.9
1450,101519,2022-03-24,Account,22.3,4.6
1451,101519,2025-01-10,Account,38.0,4.5
1452,101521,2024-01-08,Technical,44.1,3.1
1453,101522,2023-08-18,Billing,62.3,4.2
1454,101522,2023-01-03,Billing,22.1,3.6
1455,101523,2025-08-22,Feature,25.3,3.1
1456,101526,2025-02-10,Technical,69.7,2.7
1457,101527,2023-11-23,Account,43.2,3.9
1458,101531,2023-06-19,Feature,27.2,4.4
1459,101532,2022-09-04,Technical,43.1,3.8
1460,101532,2023-04-11,Billing,71.1,3.3
1461,101533,2023-09-02,Billing,29.2,5.0
1462,101533,2023-07-31,Technical,29.3,3.7
1463,101533,2023-02-11,Account,11.8,2.4
1464,101534,2023-05-17,Billing,25.5,4.1
1465,101537,2025-03-22,Technical,9.9,3.7
1466,101537,2022-01-20,Feature,17.1,3.0
1467,101538,2023-12-27,Technical,30.2,2.5
1468,101540,2023-07-02,Billing,34.5,3.4
1469,101540,2022-04-07,Account,40.1,2.2
1470,101541,2025-09-15,Technical,10.2,2.2
1471,101543,2024-01-23,Technical,13.6,4.3
1472,101544,2024-03-25,Billing,69.9,3.0
1473,101546,2023-06-16,Account,7.7,3.4
1474,101546,2024-12-18,Billing,59.5,4.8
1475,101546,2024-07-16,Billing,32.9,4.0
1476,101547,2025-09-02,Account,64.1,4.7
1477,101547,2024-03-12,Billing,4.2,2.7
1478,101547,2023-06-16,Technical,65.2,3.5
1479,101549,2024-12-25,Feature,61.5,4.6
1480,101549,2024-05-16,Account,14.5,3.1
1481,101551,2025-05-14,Feature,21.4,2.9
1482,101552,2022-12-19,Account,56.2,3.0
1483,101553,2023-02-10,Billing,26.2,4.3
1484,101554,2022-06-17,Account,31.7,3.9
1485,101555,2025-10-25,Feature,11.8,4.7
1486,101557,2022-02-15,Feature,65.2,2.2
1487,101558,2023-11-20,Feature,30.3,4.2
1488,101558,2023-06-24,Account,26.7,4.8
1489,101559,2023-01-14,Feature,12.7,2.1
1490,101559,2023-12-08,Billing,43.3,4.0
1491,101559,2024-01-11,Billing,2.2,2.1
1492,101560,2023-06-17,Billing,17.9,4.0
1493,101560,2023-10-27,Feature,39.6,2.5
1494,101563,2024-04-11,Technical,66.9,4.2
1495,101563,2024-03-13,Feature,60.5,4.4
1496,101563,2025-08-08,Billing,46.5,5.0
1497,101564,2022-01-13,Feature,40.0,4.6
1498,101564,2024-03-26,Billing,38.5,4.8
1499,101565,2023-05-06,Technical,67.7,2.6
1500,101565,2025-01-12,Technical,58.4,2.6
1501,101565,2024-01-02,Feature,7.3,2.0
1502,101566,2025-06-30,Billing,15.3,4.3
1503,101568,2022-02-05,Technical,13.1,3.7
1504,101569,2025-06-13,Billing,61.3,4.2
1505,101569,2024-07-15,Account,33.6,3.2
1506,101570,2024-10-30,Account,34.3,3.0
1507,101571,2023-09-20,Feature,61.7,4.6
1508,101572,2023-02-05,Billing,71.6,3.8
1509,101572,2025-02-05,Feature,50.8,3.0
1510,101573,2022-10-03,Feature,11.9,3.0
1511,101574,2022-07-11,Feature,18.2,3.3
1512,101576,2024-03-08,Account,31.0,3.2
1513,101577,2025-10-09,Account,71.3,4.2
1514,101577,2022-01-01,Billing,27.4,3.2
1515,101578,2024-04-29,Feature,38.4,3.7
1516,101578,2025-05-24,Feature,66.1,3.1
1517,101579,2023-12-25,Account,44.4,3.4
1518,101580,2022-04-29,Feature,59.3,3.8
1519,101580,2024-04-08,Feature,23.5,3.0
1520,101582,2023-05-11,Technical,25.9,2.4
1521,101583,2024-02-13,Technical,15.9,3.3
1522,101585,2025-10-10,Billing,24.4,3.4
1523,101586,2025-08-07,Technical,15.8,2.7
1524,101588,2024-02-29,Billing,21.2,2.5
1525,101588,2022-04-01,Technical,25.0,4.5
1526,101590,2025-09-06,Account,47.2,3.9
1527,101590,2022-03-26,Feature,9.8,3.9
1528,101591,2022-01-11,Technical,44.1,4.3
1529,101593,2024-02-10,Feature,54.1,2.3
1530,101593,2025-04-12,Billing,15.4,3.2
1531,101594,2023-04-24,Billing,38.8,4.1
1532,101594,2022-05-26,Technical,7.3,4.5
1533,101596,2023-09-15,Billing,26.2,4.2
1534,101596,2022-09-18,Technical,11.1,4.9
1535,101597,2025-05-08,Billing,71.4,4.1
1536,101597,2022-03-31,Feature,60.3,2.6
1537,101597,2024-10-26,Account,48.3,3.3
1538,101597,2023-07-11,Feature,21.6,4.7
1539,101597,2024-05-25,Technical,39.4,5.0
1540,101598,2022-05-01,Account,5.1,2.3
1541,101600,2023-05-09,Billing,29.9,4.3
1542,101601,2024-01-04,Account,34.2,3.4
1543,101601,2024-09-05,Technical,21.7,3.2
1544,101602,2025-07-01,Account,41.3,4.9
1545,101603,2023-11-29,Billing,62.5,2.1
1546,101603,2023-12-02,Billing,37.8,5.0
1547,101603,2025-02-11,Billing,55.5,3.1
1548,101603,2024-09-08,Billing,52.9,2.0
1549,101604,2022-03-03,Feature,5.0,3.8
1550,101604,2022-04-01,Billing,13.8,3.1
1551,101605,2023-03-01,Feature,46.3,4.8
1552,101606,2023-08-31,Feature,62.5,4.4
1553,101609,2022-07-02,Feature,5.7,2.2
1554,101610,2023-10-02,Feature,40.3,4.5
1555,101611,2023-02-22,Feature,14.5,3.7
1556,101612,2023-08-11,Feature,23.7,2.3
1557,101612,2023-03-12,Billing,50.4,4.2
1558,101613,2023-11-11,Technical,20.6,2.4
1559,101614,2023-04-12,Account,16.9,2.6
1560,101614,2022-03-08,Account,18.6,4.0
1561,101614,2023-08-19,Billing,23.6,3.8
1562,101614,2022-10-05,Technical,61.6,2.1
1563,101615,2024-06-17,Account,1.6,2.1
1564,101616,2022-02-26,Technical,54.5,3.6
1565,101616,2023-04-15,Feature,2.1,3.0
1566,101617,2023-11-28,Billing,23.5,4.7
1567,101617,2025-02-07,Feature,61.2,3.0
1568,101617,2022-01-13,Account,51.9,3.5
1569,101617,2025-06-24,Billing,69.9,3.1
1570,101618,2025-07-27,Billing,17.8,2.9
1571,101620,2025-07-02,Account,11.4,2.4
1572,101620,2023-09-15,Feature,68.2,4.9
1573,101622,2025-07-31,Technical,56.3,4.1
1574,101623,2022-08-04,Technical,9.3,2.1
1575,101623,2025-10-05,Feature,46.3,4.0
1576,101624,2022-01-06,Feature,60.0,4.2
1577,101624,2025-01-06,Account,37.3,2.2
1578,101625,2024-10-24,Billing,61.1,3.3
1579,101625,2024-05-25,Billing,43.3,4.6
1580,101626,2025-05-24,Feature,11.3,2.8
1581,101627,2023-05-13,Billing,34.3,2.6
1582,101631,2023-02-14,Technical,8.1,3.3
1583,101631,2024-07-03,Feature,63.4,4.7
1584,101632,2025-04-29,Account,66.5,5.0
1585,101632,2025-04-10,Feature,46.5,5.0
1586,101633,2024-03-08,Feature,60.3,4.3
1587,101633,2023-06-26,Feature,63.6,4.8
1588,101634,2023-12-23,Account,27.4,2.6
1589,101635,2023-08-16,Feature,2.8,5.0
1590,101637,2025-10-21,Billing,2.7,2.7
1591,101638,2024-07-11,Account,3.1,4.1
1592,101640,2023-06-17,Feature,20.4,4.0
1593,101644,2023-01-18,Billing,18.6,2.6
1594,101644,2023-09-15,Account,5.8,4.7
1595,101645,2022-10-10,Technical,34.1,2.1
1596,101647,2023-02-10,Billing,67.9,3.3
1597,101647,2023-03-07,Account,69.1,3.7
1598,101649,2022-12-14,Feature,67.7,4.7
1599,101650,2024-10-01,Feature,31.9,3.9
1600,101652,2023-06-20,Billing,65.1,3.5
1601,101652,2022-04-02,Technical,20.3,3.9
1602,101653,2023-02-03,Feature,2.0,2.6
1603,101654,2024-11-13,Account,42.1,4.6
1604,101655,2024-09-17,Technical,70.5,2.8
1605,101655,2022-03-26,Technical,34.8,2.7
1606,101655,2024-06-14,Feature,3.0,4.1
1607,101655,2023-06-06,Feature,2.1,2.6
1608,101661,2024-06-20,Technical,8.2,4.2
1609,101661,2024-03-20,Account,57.0,2.8
1610,101661,2024-09-23,Billing,46.3,4.3
1611,101662,2025-01-12,Feature,4.0,2.1
1612,101664,2024-01-24,Technical,6.0,3.6
1613,101664,2025-01-27,Billing,71.4,4.8
1614,101664,2022-07-26,Technical,38.9,2.8
1615,101669,2022-09-19,Feature,25.9,4.3
1616,101670,2023-02-08,Technical,25.4,2.4
1617,101670,2025-04-15,Account,21.8,2.7
1618,101671,2023-08-01,Technical,32.9,4.4
1619,101671,2022-11-05,Account,44.7,4.5
1620,101671,2025-05-18,Account,68.6,2.6
1621,101672,2022-12-17,Account,71.7,4.6
1622,101672,2025-01-23,Technical,62.3,4.7
1623,101673,2023-12-16,Billing,40.9,4.7
1624,101674,2023-02-07,Technical,56.7,4.7
1625,101674,2024-02-27,Technical,52.3,3.7
1626,101675,2023-08-20,Technical,19.3,3.8
1627,101675,2024-03-02,Technical,57.0,3.4
1628,101676,2022-09-14,Billing,24.0,4.0
1629,101676,2024-05-26,Billing,47.8,4.9
1630,101676,2022-04-22,Technical,57.8,4.9
1631,101676,2024-12-15,Feature,7.4,4.1
1632,101678,2023-05-16,Billing,30.0,3.0
1633,101678,2024-07-12,Billing,49.6,2.9
1634,101679,2024-09-27,Account,14.4,4.8
1635,101679,2023-06-23,Feature,37.9,3.9
1636,101684,2024-10-15,Billing,16.3,2.8
1637,101685,2025-07-14,Billing,48.1,3.0
1638,101685,2024-05-07,Feature,25.8,3.3
1639,101686,2024-06-06,Account,11.8,3.9
1640,101688,2022-08-15,Technical,44.0,4.4
1641,101688,2025-06-13,Billing,2.5,4.6
1642,101689,2023-06-15,Technical,35.1,3.9
1643,101690,2025-06-17,Billing,1.3,4.1
1644,101691,2024-10-25,Feature,26.0,2.0
1645,101692,2024-07-16,Technical,65.0,3.1
1646,101692,2022-11-02,Feature,6.6,3.9
1647,101695,2023-04-12,Technical,24.3,3.7
1648,101696,2022-07-31,Technical,6.5,2.7
1649,101696,2023-02-24,Billing,46.9,4.8
1650,101696,2025-01-05,Billing,31.6,3.0
1651,101697,2024-12-27,Account,48.4,2.0
1652,101697,2024-07-16,Feature,26.4,2.8
1653,101698,2025-08-05,Technical,5.0,3.7
1654,101698,2024-09-11,Billing,51.5,4.6
1655,101700,2024-03-23,Account,42.3,3.3
1656,101702,2023-08-17,Technical,17.3,2.5
1657,101703,2022-08-14,Account,55.1,3.9
1658,101703,2023-02-24,Billing,57.3,3.4
1659,101706,2023-07-12,Account,61.2,4.5
1660,101707,2023-05-14,Account,35.3,4.1
1661,101714,2022-12-19,Technical,30.2,4.8
1662,101714,2024-01-02,Account,50.4,4.6
1663,101715,2025-02-26,Account,8.9,2.0
1664,101717,2023-01-24,Account,45.8,3.6
1665,101717,2024-08-10,Technical,57.9,2.5
1666,101718,2025-09-24,Feature,5.8,3.7
1667,101719,2024-07-12,Billing,19.0,4.4
1668,101720,2024-02-02,Account,16.1,4.7
1669,101721,2025-04-11,Account,18.5,4.4
1670,101721,2024-04-22,Technical,33.6,2.9
1671,101722,2022-10-09,Account,21.2,3.8
1672,101722,2024-08-02,Feature,38.2,3.9
1673,101723,2024-06-07,Account,61.2,2.9
1674,101727,2024-07-07,Billing,63.7,4.0
1675,101728,2025-07-25,Technical,56.1,4.4
1676,101730,2022-03-16,Feature,72.0,3.9
1677,101731,2024-01-21,Feature,38.7,4.0
1678,101731,2024-11-02,Technical,23.5,2.7
1679,101731,2022-09-17,Billing,60.8,2.8
1680,101733,2024-11-19,Technical,13.8,4.4
1681,101733,2024-10-25,Feature,35.5,2.8
1682,101735,2023-11-08,Account,26.8,3.6
1683,101737,2023-11-22,Billing,13.2,4.7
1684,101738,2025-10-08,Technical,25.3,2.9
1685,101740,2022-06-25,Technical,17.0,4.7
1686,101741,2025-05-13,Feature,37.9,3.7
1687,101743,2023-03-15,Feature,11.7,4.9
1688,101744,2024-06-02,Technical,33.7,2.5
1689,101746,2023-02-27,Billing,17.5,4.0
1690,101747,2025-10-10,Billing,24.5,4.3
1691,101747,2025-06-30,Billing,23.7,3.0
1692,101748,2022-04-28,Feature,37.6,4.8
1693,101748,2022-01-23,Account,31.4,4.9
1694,101750,2025-02-05,Account,17.8,3.7
1695,101750,2023-02-07,Billing,23.3,4.6
1696,101750,2023-09-23,Billing,15.4,3.3
1697,101751,2022-08-29,Billing,50.1,2.4
1698,101752,2023-06-25,Account,40.3,4.9
1699,101753,2025-01-13,Account,37.1,4.4
1700,101753,2025-10-18,Account,34.3,3.5
1701,101753,2022-09-20,Feature,7.1,2.6
1702,101755,2022-06-11,Account,39.6,3.6
1703,101756,2024-10-31,Feature,70.2,3.6
1704,101758,2022-06-02,Technical,15.7,2.1
1705,101759,2022-05-15,Feature,37.0,3.4
1706,101760,2024-05-29,Account,42.9,2.4
1707,101760,2022-08-12,Feature,41.6,4.1
1708,101761,2025-09-23,Billing,26.8,2.7
1709,101762,2022-10-22,Feature,55.2,4.7
